REFFIC;DEFINITIF;FICHIER;LIBFIC;DATE_ARRIVEE;LIBELLE;LIBSITE;BOITE_ARCHIVE;PAGES;LIBSSYST;ARMOIRE;TYP_DOC;SUPPORT_DOC;ETAGERE;CHEMISE;BOITE;CARTON;CLASSEUR;TIROIR;MOTS;NUMERO_REF_FOURN;;UTILISATEUR_DIFFUSION;DATE_MAD;NDMD_MAD;SOCIETE_MAD;NOM_DMD_MAD;CONTRAT_MAD;COMMENTAIRE_MAD
52634;D;;ANNEXE AU CCTP VAISE REF. [040] INFORMATIONS POLE MULTIMODAL GARE DE VAISE;16/05/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;CCTP|PCC;AR00AR X0000 300000 E00 SL 000216;TCLDOC;;;;;;;
52635;D;;ANNEXE AU CCTP PCC VAISE REF. [041] INFORMATIONS SITE PROPRE BUS DUCHERE;16/05/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;CCTP|PCC;AR00AR X0000 300000 E00 SL 000217;TCLDOC;;;;;;;
52636;D;;REPONSES SUR LE DOSSIER DE TESTS DE VALIDATION TSD 6.4 INDICE XX L 01;16/05/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;REPONSE|DTV|TSD;AR00AR X0000 313000 E20 SN 000205;TCLDOC;;;;;;;
52637;D;\\SVLY-NASPROD1\Vdoc\Metro_D_TCLdoc_projet\300000\313000E01\SN000206\ind.S01\313000E01SN206-S01.pdf;PROPOSITION DE TRAITEMENT AU PCC SUR PERTE DE LIAISON TDX-UGTS;21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;LIAISON|TRAITEMENT|PCC|PERTE|UGTS;AR00AR X0000 313000 E01 SN 000206;TCLDOC;;;;;;;
52638;D;;DOCUMENTATION DES LOGICIELS COMMUNS AUX PCC D ET ABC;12/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;LOGICIEL|COMMUNE|PCC|DOCUMENTATION;AR00AR X0000 310300 E10 TN 000003|SM 94 5827 AC;TCLDOC-SLTC;;;;;;;
52639;D;;"FICHE DE REMARQUES SUR LE DOCUMENT ""DOSSIER DE SPECIFICATIONS DU LOGICIEL PIERAU""";21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;REMARQUE|PIERAU|DSL;AR00AR X0000 310611 P10 TN 000001|SM 94 5848 EC;TCLDOC-SLTC;;;;;;;
52640;D;;REMARQUES SUR LE DOSSIER DE TESTS DE VALIDATION DE TSD 6.4;21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;DTV|TSD|REMARQUE;AR00AR X0000 313000 E20 TN 000004|SM 94 5812 AC/LB;TCLDOC-SLTC;;;;;;;
52641;D;;REMARQUES SUR LE REFERENTIEL TERMES ULD;21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;REFERENTIEL|REMARQUE|ULD|TERME;AR00AR X0000 316300 L01 TN 000009|SM 94 5865 EB/LMB;TCLDOC-SLTC;;;;;;;
52642;D;;REMARQUES SUR LE PLAN DE TEST ET VALIDATION DU LOGICIEL SRC;21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SRC|REMARQUE|PTV|SARI;AR00AR X0000 310300 P20 TN 000001|SM 94 5893 AC/LMB;TCLDOC-SLTC;;;;;;;
52643;D;;ANNULATION DES DAT DES SEMAINES 14, 15, 16 ET 17;21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;TSD;AR00AR X0000 300000 E20 SN 000205;TCLDOC;;;;;;;
52644;D;\\SVLY-NASPROD1\Vdoc\Metro_D_TCLdoc_projet\300000\313000E01\TN000003\ind.XXT01\313000E01TN003-XXT01.pdf;"REPONSE A LA NOTE ""PROPOSITION DE TRAITEMENT AU PCC SUR PERTE DE LIAISON TDX-UGTS""";21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;LIAISON|SPECIFICATION|PERTE|TSD|TDX|EXTERNE|UGTS;AR00AR X0000 313000 E01 TN 000003|SM 94 5857 AC;TCLDOC-SLTC;;;;;;;
52645;D;;DIFFUSION DU DOSSIER DE TESTS DE VALIDATION LEE DE TSD 6.3 ET ENR 3.4;21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;ENR|TSD|PTV;AR00AR X0000 300000 E20 SN 000206;TCLDOC;;;;;;;
52646;D;;REPONSES SUR LES REMARQUES DU DOSSIER DE SPECIFICATIONS DU PROTOCOLE INTERFACE AVEC TSEDS;21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;REPONSE|PIT|REMARQUE;AR00AR X0000 310625 P10 SN 000202;TCLDOC;;;;;;;
52647;D;;REPONSES SUR LES REMARQUES DU DOSSIER DE SPECIFICATIONS D'INTERFACE LOGICIEL TDX-->TSDP;21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;REPONSE|TDX|SIFL|TSDP|REMARQUE;AR00AR X0000 313000 E12 SN 000210;TCLDOC;;;;;;;
52648;D;;"REPONSES AUX REMARQUES SUR LE DOCUMENT ""SPECIFICATIONS DES INTERFACES ENTRE TSEDS ET SI PCC D""";21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|PCC|TSEDS|INTERFACE|SI;AR00AR X0000 318000 E12 SN 000205;TCLDOC;;;;;;;
52649;D;;"PRECISIONS APPORTEES AU CR DE LA REUNION DU 10/04/94 SUR LES ""POINTS DURS DES SPECIFICATIONS PCC""";21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|EXTERNE|SI|PCC;AR00AR X0000 300000 E01 TN 000004|SM 94 5873 AC;TCLDOC-SLTC;;;;;;;
52650;D;;REMARQUES SUR LES SPECIFICATIONS DE BESOIN DU MARCHE DE PREPARATION A GARE DE VAISE;21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|MARCHE|REMARQUE|BESOIN;AR00AR X0000 300000 G60 TN 000001|SM 94 5855 AC/LB;TCLDOC-SLTC;;;;;;;
52651;D;;DOSSIER DE TESTS DE VALIDATION DES VERSIONS TSD 6.3 ET ENR 3.4;21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;DTV|TSD|ENR;AR00AR X0000 300000 E20 LD 000001;TCLDOC;;;;;;;
52652;D;;"FICHE DE REMARQUES SUR LE DOCUMENT ""DOSSIER DE SPECIFICATIONS DU LOGICIEL PROTOCOLE MODBUS PGF""";18/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;MODBUS|REMARQUE|DSL|PGF;AR00AR X0000 313318 P10 TN 000001|SM 94 5780 EC;TCLDOC-SLTC;;;;;;;
52653;D;;"FICHE DE REMARQUES SUR LE DOCUMENT ""PLAN DE TESTS DE VALIDATION DU LOGICIEL PROTOCOLE MODBUS""";18/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;MODBUS|PROTOCOLE|PTV|REMARQUE;AR00AR X0000 313318 P12 TN 000001|SM 94 5803 EC;TCLDOC-SLTC;;;;;;;
52654;D;;REMARQUES SUR LE PLAN DE TEST ET VALIDATION DU LOGICIEL CRP;21/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;CRP|PTV|SARI;AR00AR X0000 310301 P12 TN 000001|SM 94 5894 AC/LMB;TCLDOC-SLTC;;;;;;;
52655;D;;"FICHE DE REMARQUES SUR LE DOCUMENT ""SPECIFICATIONS D'INTERFACES DU SYSTEME INFORMATIQUE ENERGIE""";18/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|ENR|REMARQUE|SI|INTERFACE;AR00AR X0000 314000 E12 TN 000004|SM 94 5776 EB/LB;TCLDOC-SLTC;;;;;;;
52656;D;;PLAN DE TESTS DE VALIDATION DU LAP STDX;28/09/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;LAP|STDX|PTVL;AR00AR X0000 313512 P12 SD 000001;TCLDOC;;;;;;;
52657;D;;PLAN DE TESTS DE VALIDATION DU LAP EABCX;28/09/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;LAP|PTV|EABCX;AR00AR X0000 314212 P12 SD 000201;TCLDOC;;;;;;;
52658;D;;SPECIFICATIONS DES INTERFACES : APPLICATION - MUX ET MUX-SILOC;28/09/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;APPLICATION|MUX|SPECIFICATION|INTERFACE|SILOC;AR00AR X0000 310615 P10 SD 000201;TCLDOC;;;;;;;
52659;D;;DOSSIER DE SPECIFICATIONS DU LOGICIEL - SERVICES SYSTEMES ENTREES/SORTIES;22/01/1999;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SERVICE|SORTIE|SYSTEME|ENTREE;AR00AR X0000 310653 P10 CD 000002;TCLDOC;;;;;;;
52660;D;;REMARQUES SUR : DOSSIER DE TESTS ET VALIDATION ENR 3.6;11/01/1995;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;PCC|ENR|DTV|REMARQUE;AR00AR X0000 314000 E20 TN 000003|SM 94 7682 AC;TCLDOC-SLTC;;;;;;;
52661;D;;REFERENTIEL TERMES UL PART-DIEU;07/10/1998;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SI|UL|TERME|PCC|PART-DIEU;AR00AR X0000 316300 L01 SD 000202;TCLDOC;;;;;;;
52662;D;;REMARQUES NON SOLDEES SUR LES DOCUMENTS TSD V2;09/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;REMARQUE|TSD;AR00AR X0000 313000 E01 SN 000203;TCLDOC;;;;;;;
52663;D;;CAS SUR LE DOSSIER DE SPECIFICATIONS DU LOGICIEL INTERFACE EMV;14/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;CAS|DSL|EMV;AR00AR X0000 310623 P10 SN 000202;TCLDOC;;;;;;;
52664;D;;DOSSIER DE SPECIFICATIONS DU LOGICIEL ASX DE EABCX;28/09/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;LOGICIEL|DSL|SPECIFICATION|EABCX|ASX;AR00AR X0000 314212 P10 CD 000001;TCLDOC;;;;;;;
52665;D;;DOSSIER DE SPECIFICATIONS DU LOGICIEL ASX DE STDX;28/09/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;LOGICIEL|DOSSIER|STDX|SPECIFICATION|ASX;AR00AR X0000 313512 P10 SD 000001;TCLDOC;;;;;;;
52666;D;;PLAN DE TESTS DE VALIDATION DU LOGICIEL PROTOCOLE MODBUS PGF;28/09/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;MODBUS|PGF|TDX;AR00AR X0000 313318 P12 SD 000201;TCLDOC;;;;;;;
52667;D;;"DOSSIER DE SPECIFICATION DU LOGICIEL [DSL] DU ""LOGICIEL DE COMMUNICATION MUX-SILOC""";28/09/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;MUX|DSL|PROTOCOLE|SILOC;AR00AR X0000 310615 P10 SD 000001;TCLDOC;;;;;;;
52668;D;;"REMARQUES SUR LE DOCUMENT ""PLAN DE TESTS DE VALIDATION DU LOGICIEL INTERFACE MODBUS""";21/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;MODBUS|REMARQUE|PTV|INTERFACE;AR00AR X0000 310618 P12 TN 000001|SM 94 5505 EC;TCLDOC-SLTC;;;;;;;
52669;D;;"REMARQUES SUR LE DOCUMENT ""SPECIFICATIONS D'INTERFACE FONCTIONNELLE DE ESDX VERS TSDP""";21/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|INTERFACE|ESDX|REMARQUE|TSDP;AR00AR X0000 313000 E12 TN 000007|SM 94 5519 EC;TCLDOC-SLTC;;;;;;;
52670;D;;REMARQUES SUR LES SPECIFICATIONS D'INTERFACE LOGICIEL EABCX--->EP;06/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;LOGICIEL|INTERFACE|EABCX|ENR|ENERGIE|EP|SPECIFICATION;AR00AR X0000 314000 E12 TN 000002|SM 94 5688 AC;TCLDOC-SLTC;;;;;;;
52671;D;;REMARQUES SUR LE DOSSIER DE SPECIFICATION LOGICIEL ASX EABCX;22/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;ASX|PCC|EABCX|DSL|ENR|REMARQUE;AR00AR X0000 314212 P10 TN 000001|SM 94 5606 AC/LB;TCLDOC-SLTC;;;;;;;
52672;D;;REPONSES AUX REMARQUES SUR LE MANUEL UTILISATEUR SYSTEME DU SYSTEME INFORMATIQUE ENERGIE;21/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;MANUEL|UTILISATEUR|ENR|ENERGIE|SYSTEME|MUS|INFORMATIQUE|SI;AR00AR X0000 314000 E10 SN 000201;TCLDOC;;;;;;;
52673;D;;"REPONSES AUX REMARQUES SUR LE DOCUMENT ""DOSSIER DE SPECIFICATIONS DU LOGICIEL INTERFACE MODBUS""";21/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;LOGICIEL|REMARQUE|DOSSIER|REPONSE|SPECIFICATION|INTERFACE|MODBUS;AR00AR X0000 310618 P10 SN 000201;TCLDOC;;;;;;;
52674;D;;REPONSES AUX REMARQUES SUR LE DSL INTERFACES EMV;17/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;REPONSE|DSL|EMV|REMARQUE;AR00AR X0000 310623 P10 SN 000201;TCLDOC;;;;;;;
52675;D;;SPECIFICATIONS INTERNES ET EXTERNES DU CONVERTISSEUR DE PROTOCOLE PIERAU/SYCODIS;28/09/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|EXTERNE|INTERNE|CPS;AR00AR X0000 310510 E11 CD 000001;TCLDOC;;;;;;;
52676;D;;"REPONSES AUX REMARQUES SUR LE DOCUMENT ""DOSSIER DE SPECIFICATIONS DU LOGICIEL INTERFACE SYCOTEL""";17/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SYCOTEL|INTERFACE|DSL;AR00AR X0000 310617 P10 SN 000201;TCLDOC;;;;;;;
52677;D;;REPONSES AUX REMARQUES SUR LE DSL LAP TCO;17/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;LAP|DSL|REMARQUE|TCO|REPONSE;AR00AR X0000 315012 P10 SN 000201;TCLDOC;;;;;;;
52678;D;;DIFFUSION DE LA PROPOSITION LEE DU 25 FEVRIER 1995 SUR LES THEMES D'ETUDE LOGICIEL DE L'ETUDE DE ROBUSTESSE;17/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;LOGICIEL|PCC|ETUDE|MARCHE;AR00AR X0000 300000 D25 SN 000201;TCLDOC;;;;;;;
52679;D;;"REMARQUES SUR LE DOCUMENT ""PLAN DE TESTS DE VALIDATION DU SYSTEME INFORMATIQUE ENERGIE""";21/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SI|REMARQUE|PTV|ENR;AR00AR X0000 314000 E20 TN 000002|SM 94 5572 EB;TCLDOC-SLTC;;;;;;;
52680;D;;DIFFUSION DE LA PROPOSITION TECHNIQUE ET FINANCIERE LEE DU 01 MARS 1994 POUR LA PHASE DE PREPARATION A L'EXTENSION DE VAISE;17/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;MARCHE|PCC|EXTENSION;AR00AR X0000 300000 E00 SN 000209;TCLDOC;;;;;;;
52681;D;;"FICHE DE REMARQUES SUR LE DOCUMENT ""SPECIFICATIONS DES INTERFACES FONCTIONNELLES DE TSDP VERS TDX""";12/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|TDX|FONCTIONNELLE|REMARQUE|TSDP|INTERFACE;AR00AR X0000 313000 E12 TN 000008|SM 94 5718 EC;TCLDOC-SLTC;;;;;;;
52682;D;;COMMISSION D'ANALYSE DES SPECIFICATIONS - EXAMEN DU DOSSIER DE SPECIFICATIONS DU LOGICIEL INTERFACE SYCOTEL;14/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SYCOTEL|DSL|INTERFACE|CAS;AR00AR X0000 310617 P10 SC 000202;TCLDOC;;;;;;;
52683;D;;REMARQUES SUR : DOSSIER DE SPECIFICATIONS DU LOGICIEL PROTOCOLE STORNO;02/06/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;STORNO|REMARQUE|DSL;AR00AR X0000 310622 P10 TN 000001|SM 94 6115 CC/FG;TCLDOC-SLTC;;;;;;;
52684;D;;REMARQUES SUR LE DOSSIER DE SPECIFICATION LOGICIEL SUPERVISER LES RESSOURCES CALCULATEUR;16/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|DSL|SRC|SARI;AR00AR X0000 310300 P10 TN 000001|SM 94 5472 AC;TCLDOC-SLTC;;;;;;;
52685;D;;"REMARQUES SUR LE DOCUMENT ""DOSSIER DE SPECIFICATIONS DU LOGICIEL INTERFACE MODBUS""";16/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;MODBUS|REMARQUE|INTERFACE|DSL;AR00AR X0000 310618 P10 TN 000001|SM 94 5433 EC;TCLDOC-SLTC;;;;;;;
52686;D;;REPONSE AU COURRIER CONCERNANT LES REMARQUES SUR LES SPECIFICATIONS D'INTERFACE DU SI PCC INDICE 02;15/10/2001;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|PCC|INTERFACE|SI;AR00AR X0000 310000 E12 TN 000003|SM 94 5471 AC;TCLDOC-SLTC;;;;;;;
52687;D;;"REMARQUES SUR LE DOCUMENT ""PLAN DE TESTS DE VALIDATION DU LOGICIEL INTERFACE EMV""";16/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;INTERFACE|REMARQUE|PTV|EMV;AR00AR X0000 310623 P12 TN 000001|SM 94 5478 EC;TCLDOC-SLTC;;;;;;;
52688;D;;REMARQUES SUR LE DOSSIER DE SPECIFICATIONS DU LOGICIEL INTERFACE AVEC LES EQUIPEMENTS LIES AU MOUVEMENT DES VOYAGEURS;16/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;INTERFACE|DSL|EMV|REMARQUE;AR00AR X0000 310623 P10 TN 000001|SM 94 5094 EC;TCLDOC-SLTC;;;;;;;
52689;D;;ANALYSE ET CHIFFRAGE DES DEMANDES D'EVOLUTIONS PHONIE TRAIN LIGNE D ET RDP EN COURS;15/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;ANALYSE|RDP|TRAIN|PHONIE|EVOLUTION;AR00AR X0000 350000 E01 SC 000401;TCLDOC;;;;;;;
52690;D;;"REMARQUES SUR LE DOCUMENT ""DOSSIER DE SPECIFICATIONS DU LOGICIEL INTERFACE SYCOTEL""";16/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SYCOTEL|REMARQUE|DSL|INTERFACE;AR00AR X0000 310617 P10 TN 000001|SM 94 5439 EC;TCLDOC-SLTC;;;;;;;
52691;D;;PLAN DE TESTS DE VALIDATION DU LOGICIEL PIT;15/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;CONCENTRATEUR|PIT|TSEDS|VALIDATION;AR00AR X0000 310625 P12 SD 000201;TCLDOC;;;;;;;
52692;D;;"REPONSES AUX REMARQUES SUR LES ""SPECIFICATIONS DES INTERFACES FONCTIONNELLES DE STDX VERS TSDP""";09/03/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|TSDP|FONCTIONNELLE|STDX;AR00AR X0000 313000 E12 SN 000202;TCLDOC;;;;;;;
52693;D;;CAHIER DES CLAUSES ADMINISTRATIVES PARTICULIERES;17/05/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;DCE|DOCUMENT|CCAP|MARCHE;AR00AR X0000 300000 E00 SD 000202;TCLDOC;;;;;;;
52694;D;;REPONSE TECHNIQUE A LA NOTE DE SYNTHESE SUR LES REMARQUES ET LES APPROBATIONS DES SPECIFICATIONS TSD;21/02/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;STDX|ESDX|TDX|TSD|TSDP|REMARQUE;AR00AR X0000 313000 E01 TN 000001|SM 94 5304 AC;TCLDOC-SLTC;;;;;;;
52695;D;;"REMARQUES SUR LE DOCUMENT ""SPECIFICATIONS DES INTERFACES FONCTIONNELLES DE STDX VERS TSDP""";21/02/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|REMARQUE|TSDP|STDX|INTERFACE;AR00AR X0000 313000 E12 TN 000005|SM 94 5332 EC;TCLDOC-SLTC;;;;;;;
52696;D;;"REMARQUES SUR LE DOCUMENT ""SPECIFICATIONS DES INTERFACES FONCTIONNELLES DE TSDP VERS STDX""";21/02/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|REMARQUE|INTERFACE|TSDP|STDX;AR00AR X0000 313000 E12 TN 000004|SM 94 5328 EC;TCLDOC-SLTC;;;;;;;
52697;D;;REPONSES SUR LES REMARQUES DU DOSSIER DE SPECIFICATIONS DE L'INTERFACE DE SUPERVISER LA SURVEILLANCE PCC;21/02/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|INTERFACE|REPONSE|SSP|REMARQUE|DOSSIER;AR00AR X0000 310306 P10 SN 000201;TCLDOC;;;;;;;
52698;D;;REPONSE AUX REMARQUES SUR LES SPECIFICATIONS D'INTERFACE SI PCC INDICE 02;21/02/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|INFORMATIQUE|SYSTEME|PCC|INTERFACE|SI;AR00AR X0000 310000 E12 SN 000201;TCLDOC;;;;;;;
52699;D;;REMARQUES SUR LE PLAN DE TESTS DE VALIDATION DU SOUS-SYSTEME STDX;08/02/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;STDX|REMARQUE|PTV;AR00AR X0000 313500 E20 TN 000002|DGP 94 5025 EC;TCLDOC-SLTC;;;;;;;
52700;D;;"REMARQUES SUR LE DOCUMENT ""REFERENTIEL TERMES STATION GORGE DE LOUP""";02/02/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;REFERENTIEL|TERME;AR00AR X0000 316300 L01 TN 000008|DGP 94 5165 EB;TCLDOC-SLTC;;;;;;;
52701;D;;"REMARQUES SUR LE DOCUMENT ""REFERENTIEL TERMES STATION PARILLY""";02/02/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;REFERENTIEL|TERME;AR00AR X0000 316300 L01 TN 000006|DGP 94 5161 EB;TCLDOC-SLTC;;;;;;;
52702;D;\\SVLY-NASPROD1\Vdoc\Metro_D_TCLdoc_projet\300000\313200P11\CD000002\ind.03\313200P11CD002-03.pdf;MANUEL DE MAINTENANCE 1ER NIVEAU DE TSDP;01/02/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;MAINTENANCE|SARI|TSDP;AR00AR X0000 313200 P11 CD 000002;TCLDOC;;;;;;;
52703;D;;REPONSES AUX REMARQUES SUR L'INTERFACE AVEC LES EQUIPEMENTS PGF;01/02/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;INTERFACE|PGF;AR00AR X0000 313000 E12 SN 000201;TCLDOC;;;;;;;
52704;D;;DOSSIER DE SPECIFICATIONS DU LOGICIEL SERVICES SYSTEME SIG 802.3;27/06/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SERVICE|SIG|SYSTEME;AR00AR X0000 310653 P10 CD 000003;TCLDOC;;;;;;;
52705;D;;EXAMEN DES LISTES DE TERMES ULS ET ULN STATIONS VALMY ET VAISE;28/01/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;LISTE|ULS|ULN|TERME;AR00AR X0000 316300 L01 SC 000201;TCLDOC;;;;;;;
52706;D;;REPONSE AUX REMARQUES SUR LES SPECIFICATIONS EXTERNES SI PCC INDICE 02 S 02;27/01/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;SPECIFICATION|INFORMATIQUE|SYSTEME|PCC|SI|EXTERNE;AR00AR X0000 300000 E01 SN 000200;TCLDOC;;;;;;;
52707;D;;PERFORMANCES PCC : COURRIER RESTE SANS REPONSE;18/04/1994;AR : DOC PROJET LIGNE D;PART DIEU;;0;PCC;;TEXTE;PAPIER;;;;;;;COURRIER|SANS-SOUCI|PERFORMANCE|PCC;AR00AR X0000 313700 E10 TL 000001|SM 94 5841 AC;TCLDOC-SLTC;;;;;;;
