Référence fournisseur;Titre;Site;Référence fiche
125K610104SEP91830;PERRACHE - TRAMWAY - SOUS STATION - LISTE DES TERMES;PERRACHE;99561
125K610L1SEP91511;PERRACHE - TRAMWAY - SOUS STATION - ENERGIE EQUIPEMENT;PERRACHE;99560
125K610L1SEP91542;PERRACHE - TRAMWAY - ENERGIE EQUIPEMENT LOCAL TECHNIQUE DE STATION;PERRACHE;99563
125K611L1SEP91031;PERRACHE - TRAMWAY - SOUS STATION - SCHEMA TABLEAU HTA;PERRACHE;99578
125K612L1SEP91101;PERRACHE - TRAMWAY - SOUS STATION - TABLEAU TGBT;PERRACHE;99577
125K612L1SEP91111;PERRACHE - TRAMWAY - SOUS STATION - ARMOIRE CONTROLE COMMANDE;PERRACHE;99575
125K612L1SEP91122;PERRACHE - TRAMWAY - ARMOIRE BT LOCAL TECHNIQUE DE STATION  - TDLTS;PERRACHE;99570
125K612L1SEP91150;PERRACHE - TRAM - ARMOIRE BT LOCAL TECHNIQUE DE STATION S.I.G;PERRACHE;99572
125K612L1SEU91271;PERRACHE - TRAMWAY - SOUS STATION - CANECO CALCUL DES CIRCUITS ENERGIE BT ALTERNATIFS DEPUIS TGBT SOUS STATION JUSQU'AUX COFFRETS BT LTS;PERRACHE;99565
125K613L1SEP91045;PERRACHE - TRAMWAY - SOUS STATION - TABLEAU PR ET SPR;PERRACHE;99576
125K613L1SEP91047;PERRACHE - TRAMWAY - SOUS STATION - SCHEMA ARMOIRE SECTIONNEMENT SPR;PERRACHE;99568
125K740070TSPT10033;PERRACHE - TRAMWAY - COFFRET RT IMPLANTATION VUE EN PLAN;PERRACHE;118197
125K740070TSPT10035;PERRACHE - TRAMWAY - RECEPTEUR DU RESEAU RADIO DE SURFACE - SCHEMA DE PRINCIPE ET DE LIAISONS;PERRACHE;118196
125K751060ASP00702;PERRACHE - TRAMWAY - TERMINUS CONFIGURATION AUTOMATE 7-AUT ET AFFECTATION ENTREES / SORTIES;PERRACHE;125339
125K751060ASP00710;PERRACHE - SUPPRIMER RETOURNEMENT MONTROCHET - ARMOIRE AUTOMATE 7-ASG-A;PERRACHE;116954
125K751060ASP00711;PERRACHE - SUPPRIMER RETOURNEMENT MONTROCHET - ARMOIRE DE BRASSAGE 7-ASG-B;PERRACHE;116955
125K751060ASP00712;PERRACHE - SUPPRIMER RETOURNEMENT MONTROCHET - ARMOIRE RELAIS NS1  7-ASG-R;PERRACHE;116956
125K751060ASP00715;PERRACHE - SUPPRIMER REMPLACER PAR HKT008046RTSP07102 - COFFRET LOCAL 7-CSG-1;PERRACHE;116957
125K751060ASP00719;PERRACHE - SUPPRIMER RETOURNEMENT MONTROCHET - SIG - SCHEMA DE RACCORDEMENTS;PERRACHE;116958
125K751060ASS00700;PERRACHE - TRAMWAY - ANALYSE FONCTIONNELLE DES AUTOMATISMES DU TERMINUS;PERRACHE;130835
125K751060ASS00701;PERRACHE - TRAMWAY - TERMINUS NOTE FONCTIONNELLE / AUTOMATE (API);PERRACHE;130838
125K751060ASS00722;PERRACHE - SUPPRIMER RETOURNEMENT MONTROCHET - SIG - CARNET DE CABLES;PERRACHE;116959
26716;PERRACHE - DOC - STATION - 6 RAPPORT D ESSAIS ANALYSE EN MICROSCOPIE OPTIQUE A LA LUMIERE POLARISEE AVANT TRAVAUX;PERRACHE;218845
51613467A1;PERRACHE - DOC - STATION - RAPPORT DE MISSION DE REPERAGE DES MATERIAUX ET PRODUITS CONTENANT DE L'AMIANTE AVANT REALISATION DE TRAVAUX (REDRESSEUR);PERRACHE;194747
51613467P1;PERRACHE - DOC - STATION - RAPPORT DE MISSION DE REPERAGE DES REVETEMENTS CONTENANT DU PLOMB AVANT TRAVAUX (REDRESSEUR);PERRACHE;194769
60PO-03598;PERRACHE - GARE ROUTIERE - DOSSIER TECHNIQUE SYSTEME SECURITE INCENDIE EXTINCTION AZOTE LOCAL VAX;PERRACHE;229169
624 E 054;PERRACHE - DETRUIT LE 23/07/2009 REMPLACE PAR AS99ASM0913730000M10TP000382 ET AS99ASM0913730000M10TP000383 - GARE ROUTIERE - BILLETTERIE, ARMOIRE DISTRIBUTION BT;PERRACHE;51158
624 E 058;PERRACHE - GARE ROUTIERE - ALIMENTATION SANS COUPURE;PERRACHE;51154
651601;DEBOURG - NOTES DE CALCUL N° APPAREIL 651601;DEBOURG;89744
651602;DEBOURG - NOTES DE CALCUL N° APPAREIL 651602;DEBOURG;89745
7013 602;PERRACHE - GARE ROUTIERE - AMENAGEMENT DU COURS VERDUN - SECURITE INCENDIE NIVEAU 0 167.000 BRUT;PERRACHE;200427
7013 628;PERRACHE - GARE ROUTIERE - AMENAGEMENT DU COURS VERDUN - PARTIE CENTRALE FILES 7 A 12 A AG NIVEAU 1 172 54 BRUT;PERRACHE;200428
7013 631;PERRACHE - GARE ROUTIERE - AMENAGEMENT DU COURS VERDUN - PRINCIPE DE STRUCTURE ACCES PIETONS NORD EST SALLE D'ECHANGE GALERIES BUS;PERRACHE;200429
7013 632;PERRACHE - GARE ROUTIERE - AMENAGEMENT DU COURS VERDUN - ELEVATION GALERIE BUS NORD EST ENTRE FILES 6 ET 8 PRINCIPE;PERRACHE;200408
800 E 037;PERRACHE - ARMOIRE PUBLICITE QUAI 1;PERRACHE;42146
800 E 038;PERRACHE - DETRUIT LE 13/07/2001;PERRACHE;42147
800 E 105;PERRACHE - TABLEAU ECLAIRAGE SECURITE;PERRACHE;42550
800 E 115;PERRACHE - CLIMATISATION ET CHAUFFAGE DES BUREAUX DU CENTRE DE FORMATION METRO;PERRACHE;42549
800 E 161;PERRACHE -  EQUIPEMENT SONORISATION;PERRACHE;42330
800 E 193;PERRACHE - ARRIERE GARE - COFFRET COMMANDE ECLAIRAGE / ALARME INTRUSION;PERRACHE;42353
800 E 194;PERRACHE - VOUTES DE PERRACHE IMPLANTATION ECLAIRAGE;PERRACHE;41022
800 E 213;PERRACHE - SCHEMA DES LIAISONS ET RACCORDEMENTS COMPTAGE VOYAGEURS;PERRACHE;42374
800 E 280;PERRACHE - LOCAL LEE IMPLANTATION ARMOIRES;PERRACHE;42454
800 E 300;PERRACHE - PORTAILS, COFFRET DE COMMANDE;PERRACHE;42503
86713673A4;PERRACHE - DOC - STATION - RAPPORT DE MISSION D EXAMEN VISUEL DES SURFACES TRAITEES AVANT DEMANTELEMENTDU CONFIEMENT EV1 (RETRAIT D UNE BANDE TISSU SUR 2 VOLETS METALLIQUES);PERRACHE;218759
941108;PERRACHE - TRAMWAY - DOSSIER SSI : CERTIFICATS DE CONFORMITE DES MATERIELS DE DETECTION INCENDIE;PERRACHE;107745
99912288A15;PERRACHE - DOC - LOCAL ARMOIRES TERMINUS METRO - RAPPORT DE MISSION DE REPERAGE DES MATERIAUX ET PRODUITS CONTENANT DE L'AMIANTE AVANT REALISATION DE TRAVAUX;PERRACHE;191692
99912288A6;PERRACHE - DOC - LOCAL PR ET LOCAL SPR - RAPPORT DE MISSION DE REPERAGE DES MATERIAUX ET PRODUITS CONTENANT DE L'AMIANTE AVANT REALISATION DE TRAVAUX;PERRACHE;241145
A02141103;PERRACHE - DOC - STATION - DETERMINATION DE LA CONCENTRATION EN FIBRES D AMIANTE DANS L AIR EN MET (POSTE REDRESSEUR POMPE 1);PERRACHE;218766
AA00425;PERRACHE - VOUTES PLAN COUPES DETAILS;PERRACHE;105393
AD1000;PERRACHE - TRAMWAY - DOSSIER SSI : NOTICE D'INSTALLATION DU SYSTEME DE DETECTION INCENDIE ADRESSABLE;PERRACHE;107747
AD99AD A0913 8J0000 I20 QJ 900081;PERRACHE - SERVICE E-TECELY - DOSSIER IMPLANTATION BORNE RELAIS;PERRACHE;188855
AD99AD M0913 I00000 I10 AS 002501;PERRACHE - RENOUVELLEMENT BILLETTIQUE - SCHEMA RACCORDEMENT;PERRACHE;102686
AD99AD M0928 8J0000 I20 QJ 900102;DEBOURG - SERVICE E-TECELY - DOSSIER IMPLANTATION BORNE RELAIS;DEBOURG;188938
AD99AD M0928 I00000 I10 AS 002520;DEBOURG - RENOUVELLEMENT BILLETTIQUE - SCHEMA RACCORDEMENT;DEBOURG;102715
AD99AD T0080 I00000 I10 AS 002609;PERRACHE - TRAMWAY - BILLETTIQUE -  SCHEMA RACCORDEMENT;PERRACHE;102657
AE99AE M0913 810000 I10 EP 000001;PERRACHE - VIDEOSURVEILLANCE LOCAL LEE;PERRACHE;81219
AE99AE M0913 810000 I10 EP 000026;PERRACHE - DETRUIT LE 25/10/2012 ET REMPLACE PAR AE99AEM0913810000I10EP000001  - IMPLANTATION DES CAMERAS;PERRACHE;65656
AE99AE M0913 HF0000 I10 ES 000113;PERRACHE - EQUIPOTENTIEL SCHEMA DES LIAISONS PHYSIQUES VIDEOSURVEILLANCE TRONCON N°1;PERRACHE;65742
AE99AE M0928 810000 I10 EP 040001;DEBOURG - LOCAL LEE ARMOIRE VIDEOSURVEILLANCE;DEBOURG;87128
AFM091373SKLP00260;PERRACHE - ARRIERE GARE - SYNOPTIQUE DETECTION D'INTRUSION;PERRACHE;203723
AFM091381IKLP00125;PERRACHE - ARRIERE GARE - CARNET DE CABLES DETECTION D'INTRUSION;PERRACHE;203724
AFM0913A1ICOD01479;PERRACHE - DOC TECHNIQUE - ANALYSE FONCTIONNELLE LOCAUX LEE GESTION NORMAL SECOUR CLIMATISATION;PERRACHE;242936
AFM0913A1ICOF01479;PERRACHE - DOC TECHNIQUE - MANUEL DE MAINTENANCE CLIMATISATION;PERRACHE;242937
AFM0913A1ICOF01480;PERRACHE - DOC TECHNIQUE - MANUEL DE MAINTENANCE CLIMATISATION;PERRACHE;242938
AFM0913A1ICOF01481;PERRACHE - DOC TECHNIQUE - MANUEL DE MAINTENANCE CLIMATISATION;PERRACHE;242939
AFM0913A1ICOH01479;PERRACHE - DOC TECHNIQUE - DOSSIER ESSAIS ET MISE EN SERVICE CLIMATISATION;PERRACHE;242940
AFM0913A1ICON01479;PERRACHE - DOC TECHNIQUE - LISTE DES PIECES DETACHEES SYNTHESE MATERIEL SITE PAR SITE CLIMATISATION;PERRACHE;242941
AFM0913A1ICOP01479;PERRACHE - PLAN EXECUTION IMPLANTATION CLIMATISATION;PERRACHE;242942
AFM0913A1ICOQ01479;PERRACHE - DOC TECHNIQUE - DOSSIER TECHNIQUE CLIMATISATION;PERRACHE;242943
AFM0913A1ICOW01479;PERRACHE - DOC TECHNIQUE - GESTION DES DECHETS POUR ENVIRONNEMENT CLIMATISATION;PERRACHE;242944
AFM0913L1IKLP00111;PERRACHE - ARRIERE GARE - PLAN COFFRET VIDEO 1 DETECTION D'INTRUSION;PERRACHE;203721
AFM0913L1IKLP00112;PERRACHE - ARRIERE GARE - PLAN COFFRET VIDEO 2 DETECTION D'INTRUSION;PERRACHE;203722
AFM0928A1ICOD01492;DEBOURG - DOC TECHNIQUE - ANALYSE FONCTIONNELLE LOCAUX LEE GESTION NORMAL SECOUR CLIMATISATION;DEBOURG;243043
AFM0928A1ICOF01492;DEBOURG - DOC TECHNIQUE - MANUEL DE MAINTENANCE CLIMATISATION;DEBOURG;243044
AFM0928A1ICOH01492;DEBOURG - DOC TECHNIQUE - DOSSIER ESSAIS ET MISE EN SERVICE CLIMATISATION;DEBOURG;243045
AFM0928A1ICON01492;DEBOURG - DOC TECHNIQUE - LISTE DES PIECES DETACHEES SYNTHESE MATERIEL SITE PAR SITE CLIMATISATION;DEBOURG;243046
AFM0928A1ICOP01492;DEBOURG - DOC TECHNIQUE - PLAN EXECUTION CLIMATISATION;DEBOURG;243047
AFM0928A1ICOQ01492;DEBOURG - DOC TECHNIQUE - DOSSIER TECHNIQUE LEE CLIMATISATION;DEBOURG;243048
AFM0928A1ICOW01492;DEBOURG - DOC TECHNIQUE - GESTION DES DECHETS POUR ENVIRONNEMENT CLIMATISATION;DEBOURG;243049
AIC10ECHPLA301;PERRACHE - TERMINUS - RESEAUX HYDRAULIQUES ET AERAULIQUES EN LOCAUX ECHANGEURS ET ANNEXES;PERRACHE;87608
AK99AK M0913 890000 E00 AP 596913;PERRACHE - ARMOIRE DETECTION INCENDIE BAIE EMV DI;PERRACHE;104840
AL00AL M0928 FK0000 E43 TD 000017 .DOP;DEBOURG - FICHIER DE PARAMETRAGE MAGELIS DEBOURG_QUAI1_VEILLE.DOP;DEBOURG;121568
AL00AL M0928 FK0000 E43 TD 000018 .DOP;DEBOURG - FICHIER DE PARAMETRAGE MAGELIS DEBOURG_QUAI2_VEILLE.DOP;DEBOURG;121569
AL99AL M0913 FB0000 E20 GS 050127;PERRACHE - LOCAL LEE ARMOIRE ULT;PERRACHE;99210
AL99AL M0913 FB0000 E43 GD 050130;PERRACHE - LISTE DES TERMES TERRAIN ULT;PERRACHE;98149
AL99AL M0913 FC0000 E20 GS 050126;PERRACHE - ARMOIRE ULN;PERRACHE;97273
AL99AL M0913 FC0000 E43 GD 050129;PERRACHE - TELETRANS - LISTE DES TERMES TERRAIN ULN;PERRACHE;97274
AL99AL M0913 FD0000 E20 GS 050125;PERRACHE - ARMOIRE ULS;PERRACHE;97271
AL99AL M0913 FD0000 E20 GS 050136;PERRACHE - ARMOIRE INTERFACE ET PUPITRE;PERRACHE;97275
AL99AL M0913 FD0000 E43 GD 050128;PERRACHE - LISTE DES TERMES TERRAIN ULS;PERRACHE;97272
AL99AL M0913 FI0000 C10 GD 050133;PERRACHE - CERTIFICATS DE CONFORMITE FABRICATION DES UL DE;PERRACHE;100972
AL99AL M0913 FI0000 C11 GD 050134;PERRACHE - CAHIER DE RECETTE SITE DES UL;PERRACHE;100036
AL99AL M0928 740000 E20 GS 050063;DEBOURG - COFFRET COMMUN SCHEMA ELECTRIQUE MARCHE 98-238;DEBOURG;97002
AL99AL M0928 FB0000 E20 GS 050057;DEBOURG - LOCAL LEE ARMOIRE ULT SCHEMA  ELECTRIQUE;DEBOURG;97143
AL99AL M0928 FB0000 E43 GD 050061;DEBOURG - LISTE DES TERMES TERRAIN ULT;DEBOURG;79688
AL99AL M0928 FB0000 E43 GD 050061 .DAT;DEBOURG - FICHIER DE PARAMETRAGE ULT .DAT;DEBOURG;120549
AL99AL M0928 FC0000 E20 GS 050056;DEBOURG - ARMOIRE ULN;DEBOURG;97571
AL99AL M0928 FC0000 E43 GD 050060;DEBOURG - LISTE DES TERMES TERRAIN ULN;DEBOURG;97572
AL99AL M0928 FD0000 E20 GS 050055;DEBOURG - ARMOIRE ULS;DEBOURG;97511
AL99AL M0928 FD0000 E43 GD 050059;DEBOURG - LISTE DES TERMES TERRAIN ULS;DEBOURG;97573
AL99AL M0928 FI0000 C10 GD 050064;DEBOURG - CERTIFICATS DE CONFORMITE FABRICATION DES UL;DEBOURG;79649
AL99AL M0928 FI0000 C11 GD 050065;DEBOURG - CAHIER DE RECETTE SITE DES UL;DEBOURG;100067
AL99AL M0928 FK0000 E20 GS 050058;DEBOURG - LOCAL LEE - ARMOIRE ULECC BRASSAGE ULT;DEBOURG;106194
AL99AL M0928 FK0000 E43 GD 050062;DEBOURG - LISTE DES TERMES TERRAIN ULECC;DEBOURG;79668
AL99AL M0928 FK0000 E43 GD 050062 .BASE/MDB;DEBOURG - PROGRAMME  .BASE/MDB;DEBOURG;131179
AL99AL M0928 FK0000 E43 GD 050062 .DAT;DEBOURG - FICHIER DE PARAMETRAGE ULECC .DAT;DEBOURG;120550
AL99ALMA002F10000E43LD000001;PERRACHE - DOSSIER DE PARAMETRAGE ULS - PARSILOE;PERRACHE;126998
AL99AL MA002 F10000 E43 LD  000003;PERRACHE - FICHIER DE PARAMETRAGE ULT .DAT;PERRACHE;120575
AL99ALMB122F10000E43LD000075;DEBOURG - DOSSIER DE PARAMETRAGE ULS - PARSILOE;DEBOURG;150539
AL99AL MB122 F10000 E43 LD  000077;DEBOURG - DOSSIER DE PARAMETRAGE ULT LIGNES A/B/C;DEBOURG;79689
AL99AL MB122 F10000 E43 LD  000078;DEBOURG - DOSSIER DE PARAMETRAGE ULECC LIGNES A/B/C;DEBOURG;79690
AN00AN T0080 410000 C11 TQ 000015;PERRACHE - ZONE DE MANOEUVRE N°7 - FICHES DE REGLAGE SIEMENS DE CIRCUITS DE VOIES;PERRACHE;113578
AN439340PLARAVRD0102;SUCHET PLACE DES ARCHIVES -  PLAN DE RECOLEMENT REVÊTEMENTS - SIGNALISATION;SUCHET;259236
AN99AN T0010 910000 M10 TQ 000751;MONTROCHET - LTS - COFFRET DE POMPAGE - STE TELSAR;MONTROCHET;172888
AN99AN T0040 910000 M10 TQ 000752;SAINTE BLANDINE - LTS - COFFRET DE POMPAGE - STE TELSAR;SAINTE BLANDINE;172887
AN99AN T0060 910000 M10 TQ 000753;SUCHET - LTS - COFFRET DE POMPAGE - STE TELSAR;SUCHET;172889
AN99AN T0070 3C0000 I10 GP 000001;PERRACHE - TRAMWAY - SOUS STATION LISTE DE TERMES GTC ENERGIE;PERRACHE;120922
AN99ANT00703C0000I10GP000101;PERRACHE - TRAMWAY - SOUS STATION - LTS LISTE DE TERMES GTC SIG FERROVIAIRE;PERRACHE;121056
AN99AN T0070 3C0000 I10 GP 000201;PERRACHE - TRAMWAY - LTS - LISTE DE TERMES GTC TAV;PERRACHE;121203
AN99AN T0080 720000 I10 LD 000330;PERRACHE - TRAMWAY - PV D'ESSAI FICHES D'AUTOCONTROLES ARMOIRES (1 A 14) ET LOCAUX (1 A 21);PERRACHE;107463
AN99AN T0080 720000 L31 SN 000204;PERRACHE - TRAMWAY - PROCES VERBAL D'ESSAI COPREC , FICHES AUTOCONTROLE;PERRACHE;86048
AN99AN T0080 730000 I10 TN 000210;PERRACHE - TRAMWAY - NOMENCLATURE DES APPAREILS;PERRACHE;86128
AN99AN T0080 890000 I10 LD 000333;PERRACHE - TRAMWAY - DOSSIER SSI : PROGRAMMATION DE LA DETECTION INCENDIE (LISTE DES MATRICAGES, LISTE DES ZONES, LISTE DES SEQUENCES);PERRACHE;107750
AN99AN T0080 890000 I10 LN 000332;PERRACHE - TRAMWAY - DOSSIER SSI : PV DE MISE EN SERVICE DU SYSTEME DE DETECTION INCENDIE (RAPPORT DE TESTS);PERRACHE;107749
AN99AN T0080 890000 L31 LN 000334;PERRACHE - TRAMWAY - PROCES VERBAL ESSAI, DE RECEPTION DE LA DETECTION INCENDIE;PERRACHE;107784
AN99AN T0080 890000 U70 LD 000331;PERRACHE - TRAMWAY - DOSSIER SSI : NOTICE EXPLOITATION DU CENTRALISATEUR DE MISE EN SECURITE INCENDIE ADRESSABLE (DETECTION INCENDIE);PERRACHE;107748
AN99AN T0080 900000 I10 TD 000328;PERRACHE - TRAMWAY - DOSSIER PORTE CF COULISSANTE METALLIQUE : DOCUMENTATION TECHNIQUE - PROCES VERBAUX;PERRACHE;107356
AN99AN T0080 900000 I10 TD 000329;PERRACHE - TRAMWAY - PORTE METALLIQUE : DOSSIER TECHNIQUE, PV ESSAIS PORTE 90X205 CF 30 MN, PORTE 90+90X205 CF 30 MN, PORTE 90X205 CF 60 MN, PORTE 300X300 CF 60 MN, 100+100X2500 CF 60 MN, TRAPPE 60X60 CF 60 MN, PORTES DIVERS;PERRACHE;107444
AN99AN T0080 930000 I10 CD 000320;PERRACHE - TRRAMWAY - DONNEES TECHNIQUES SUR LE RIDEAU METALLIQUE N°4;PERRACHE;107189
AN99AN T0080 930000 I10 CD 000321;PERRACHE - TRAMWAY - DONNEES TECHNIQUES SUR LE RIDEAU METALLIQUE N°4;PERRACHE;107193
AN99AN T0080 930000 I10 CD 000322;PERRACHE - TRAMWAY - DONNEES TECHNIQUES SUR LE RIDEAU METALLIQUE N°5;PERRACHE;107197
AN99AN T0080 930000 I10 CD 000323;PERRACHE- TRAMWAY - DONNEES TECHNIQUES SUR LE RIDEAU METALLIQUE SLTC SITUE ENTRE METRO ET TRAMWAY;PERRACHE;107202
AN99ANT0080930000ZC11V000531;PERRACHE - TRAMWAY - CERTIFICAT DE CONFORMITE - PORTE AUTOMATIQUE - TERMINUS COMMUN PERRACHE;PERRACHE;113495
AN99AN T0080 9D0000 I10 SN 000212;PERRACHE - TRAMWAY - SCHEMA DE REPERAGE DES RIDEAUX EXTRAIT DU PLAN MARCHE N°103 ET CARACTERISTIQUES TECHNIQUES DES RIDEAUX;PERRACHE;86168
AN99AN T0080 9D0000 U70 SN 000211;PERRACHE - TRAMWAY - MANUEL UTILISATEUR DE REFERENCE POUR LE MOTOREDUCTEUR MINISIDE POUR RIDEAU METALLIQUE;PERRACHE;86149
AN99AN T0080 A20000 I10 RD 000327;PERRACHE - TRAMWAY - DOSSIER TECHNIQUE LOT PIERRE (FICHES TECHNIQUES DES FIXATIONS);PERRACHE;107352
AN99AN T0080 A40000 I10 SN 000205;PERRACHE - TRAMWAY - DOSSIER TECHNIQUE LOCAL AGENT DE MAITRISE MATERIELS SANITAIRE;PERRACHE;86089
AN99AN T0080 A40000 I10 SN 000206;PERRACHE - TRAMWAY - PV D'ESSAI COPREC ET SOCOTEC;PERRACHE;86088
AN99AN T0080 A50000 I10 SD 000207;PERRACHE - TRAMWAY - DOSSIER TECHNIQUE PLATEFORME : LISTE FOURNISSEURS , CONSIGNES POUR LE DESENFUMAGE DE LA PLATEFORME;PERRACHE;86090
AN99AN T0080 A50000 I10 SD 000209;PERRACHE - TRAMWAY - DOSSIER TECHNIQUE LOCAL KIOSQUE : LISTE FOURNISSEURS , FICHE D'IDENTIFICATION MATERIEL BOUCHES - GRILLES - CLAPET COUPE FEU - DONNEES TECHNIQUES - PV DE RESISTANCE AU FEU;PERRACHE;86109
AN99AN T0080 A50000 I10 TD 000208;PERRACHE - TRAMWAY - DOSSIER TECHNIQUE LOCAL FORCE DE POLICE : LISTE FOURNISSEURS - FICHES D'IDENTIFICATION MATERIEL VENTILATEUR - BOUCHES - GRILLES - CLAPET COUPE FEU - TABLEAUX CONTROLE DES ENTRETIENS - PV DE RESISTANCE AU FEU;PERRACHE;86108
AN99AN T0080 A70000 I10 MD 000324;PERRACHE - TRAMWAY - DOSSIER TECHNIQUE LOCAL TRAITEMENT EAU (STATION ADOUCISSEMENT, SEPARATEURS A GRAISSES ET A FECULES);PERRACHE;107203
AN99AN T0080 A70000 I10 MD 000325;PERRACHE - TRAMWAY - DOSSIER TECHNIQUE LOCAL SURPRESSEUR EAU POTABLE (NOTICE DE MAINTENANCE, RESERVOIRS A VESSIE);PERRACHE;107204
AN99AN T0080 A70000 I10 MD 000326;PERRACHE - TRAMWAY - DOSSIER TECHNIQUE LOCAL SURPRESSEUR RESEAU RIA (NOTICE DE MAINTENANCE);PERRACHE;107349
ANT008073EKLP00201;PERRACHE - TRAMWAY - SCHEMA DES LIAISONS RENOVATION CENTRE D'ECHANGE;PERRACHE;197687
ANT0080HFRKEU01147;PERRACHE - DOE REVETEMENTS;PERRACHE;231303
AQ00AQ X0000 0000 BD-000026;PERRACHE - VENTILATION LOCAL ET NICHE PR;PERRACHE;41158
AQ00AQ X0000 0000 BD-000027;PERRACHE - COUVERTURE VENTILATION;PERRACHE;41241
AQ00AQ X0000 0000 BD-000028;PERRACHE - VENTILATION LOCAL ET NICHE PR - DETAIL;PERRACHE;41414
AQ00AQ X0000 0000 BL-000106;PERRACHE - TERMINUS - COFFRET DE DISTRIBUTION FOSSE PETITE VISITE;PERRACHE;41319
AQ00AQ X0000 0000 GL-000140;PERRACHE - TABLEAU REPARTITION BT DETRUIT REMPLACE PAR GZM091373ECYP00106;PERRACHE;40832
AQ00AQ X0000 0000 GL-000154;PERRACHE - DISTRIBUTION SORTIE POSTE REDRESSEUR CHEMINEMENTS;PERRACHE;40880
AQ00AQ X0000 0000 GL-000297;PERRACHE - TERMINUS - NICHE DE SOUS SECTIONNEMENT CHEMINEMENT;PERRACHE;40818
AQ00AQ X0000 0000 GL-000330;PERRACHE - IMPLANTATION LOCAL ELECTRONIQUE;PERRACHE;40808
AQ00AQ X0000 0000 GL-000360;PERRACHE - TABLEAU DE DISTRIBUTION QUAI N°1;PERRACHE;40915
AQ00AQ X0000 0000 GL-000361;PERRACHE - TABLEAU DE DISTRIBUTION QUAI N°2;PERRACHE;40914
AQ00AQ X0000 0000 GL-000409;PERRACHE - ARMOIRE DE CONTROLE DES TRANCHES ET SOUS TRANCHES;PERRACHE;40947
AQ00AQ X0000 0000 GL-000427;PERRACHE - ARMOIRE DE DISTRIBUTION 48V CC DETRUIT REMPLACE PAR GZM091373ECYP00106;PERRACHE;41014
AQ00AQ X0000 0000 GL-000504;PERRACHE - CARNET DE CABLES;PERRACHE;41017
AQ00AQ X0000 0000 GL-000514;PERRACHE - SCHEMA DES LIAISONS;PERRACHE;42348
AQ00AQ X0000 0000 GL-000524;PERRACHE - IMPLANTATION COURANTS FORTS COURANTS FAIBLES;PERRACHE;42560
AQ00AQ X0000 0000 GL-000525;PERRACHE - CHEMINEMENTS SOUS-QUAI;PERRACHE;40967
AQ00AQ X0000 0000 GL-000526;PERRACHE - CHEMINEMENTS SOUS PLAFONDS;PERRACHE;40966
AQ00AQ X0000 0000 GL-000560;PERRACHE - TABLEAU DE DISTRIBUTION ET DE SECTIONNEMENT SORTIE POSTE REDRESSEUR;PERRACHE;42343
AQ00AQ X0000 0000 GL-000591;PERRACHE - CARNET DE CABLES TRACTION;PERRACHE;41140
AQ00AQ X0000 0000 GL-000595;PERRACHE - SORTIE POSTE REDRESSEUR SCHEMA DES LIAISONS;PERRACHE;41142
AQ00AQ X0000 0000 GL-000626;PERRACHE - TERMINUS - NICHE TABLEAU DE SOUS-SECTIONNEMENT;PERRACHE;41029
AQ00AQ X0000 0000 GL-000629;PERRACHE - TERMINUS - NICHE CARNET DE CABLES TRACTION;PERRACHE;41284
AQ00AQ X0000 0000 GL-000641;PERRACHE - PRISE DE TERRE;PERRACHE;41177
AQ00AQ X0000 0000 GL-000674;PERRACHE - TERMINUS - FOSSE PETITE VISITE TABLEAU DE SOUS SECTIONNEMENT ENSEMBLE;PERRACHE;41188
AQ00AQ X0000 0000 GL-000686;PERRACHE - TERMINUS - TABLEAU DE SOUS-SECTIONNEMENT ET DE PROTECTION;PERRACHE;41223
AQ00AQ X0000 0000 GL-000695;PERRACHE - TABLEAU DE DISTRIBUTION ET DE SECTIONNEMENT SORTIE PR;PERRACHE;41296
AQ00AQ X0000 0000 GL-000704;PERRACHE - TABLEAU DE SOUS-SECTIONNEMENT ET DE PROTECTION TERMINUS;PERRACHE;41199
AQ00AQ X0000 0000 GL-000710;PERRACHE - TERMINUS - SOUS-SECTIONNEMENT FOSSE PETITE VISITE;PERRACHE;41197
AQ00AQ X0000 0000 GL-000711;PERRACHE - JEUX DE BARRES + ALIMENTATION TABLEAU PR NICHE PR;PERRACHE;41293
AQ00AQ X0000 0000 GL-000712;PERRACHE - TERMINUS - CARNET DE CABLES TRACTION;PERRACHE;41292
AQ00AQ X0000 0000 GL-000713;PERRACHE - TERMINUS - ARMOIRE DE SOUS-SECTIONNEMENT FOSSE PETITE VISITE;PERRACHE;41196
AQ00AQ X0000 0000 GL-000714;PERRACHE - TERMINUS - IMPLANTATION ECLAIRAGE ET PC FOSSE PETITE VISITE PLUS ANTI INTRUSION;PERRACHE;41195
AQ00AQ X0000 0000 GL-000719;PERRACHE - IMPLANTATION DES BATTERIES SOURCE AUTONOME 220V ET DETECTEUR INCENDIE;PERRACHE;41214
AQ00AQ X0000 0000 GP-000078;PERRACHE - POSTE HT/BT IMPLANTATION DES EQUIPEMENTS;PERRACHE;40827
AQ00AQ X0000 0000 GP-000095;PERRACHE - PR PLAN GUIDE GENIE CIVIL;PERRACHE;40876
AQ00AQ X0000 0000 GP-000096;PERRACHE - PR PLAN GENIE CIVIL PLAN COUPE ET DETAILS;PERRACHE;40870
AQ00AQ X0000 0000 GP-000225;PERRACHE - POSTE REDRESSEUR TRACTION;PERRACHE;41152
