Référence fournisseur;Titre;Nom société;N° bordereau;Nom demandeur;Date bordereau;Refus?;Commentaire demande;N° marché;Site;Sous-système;Référence fiche;;;
118635F124SRSFGPE0300788;GERLAND - GRILLE D'ENTREE SUD EST 1.2.1.  COFFRET DE COMMANDE ET DE CONTROLE;BOUYGUES E. & S.;C.DOC/JG/21/27;NAIDJA;04/02/2021;;MODIFICATION DES COMMANDES A DISTANCE DES PORTAILS ACCES METRO LIGNE B;20S0007;GERLAND;ELECTROMECANIQUE;76354;76354;Problème algo;H:\Tcl\Prêt Plans\Prêt 2021\Bordereau 21-027\GERLAND\118635F124SRSFGPE0300788\See-Project.see
118635F124SRSFGPE0300789;GERLAND - GRILLE D'ENTREE SUD OUEST 2.2.1.  COFFRET DE COMMANDE ET DE CONTROLE;BOUYGUES E. & S.;C.DOC/JG/21/27;NAIDJA;04/02/2021;;MODIFICATION DES COMMANDES A DISTANCE DES PORTAILS ACCES METRO LIGNE B;20S0007;GERLAND;ELECTROMECANIQUE;76355;76355;Problème algo;H:\Tcl\Prêt Plans\Prêt 2021\Bordereau 21-027\GERLAND\118635F124SRSFGPE0300789\See-Project.see
118636F038CENE90207;JEAN MACE - LISTE DES TERMES DESENFUMAGE DES TUNNELS;EIFFAGE ENERGIE;C.DOC/JG/19/127;BENOIT;05/07/2019;;Mise à jour des documents en prévision des travaux d'uniformisation des fonctions du secteur 1.migration et maj prog automate;MBHLS;JEAN MACE;ELECTROMECANIQUE;87251;87251;;
118636F038CESFGPE30907;JEAN MACE - ARMOIRE LVT VENTILATION / DESENFUMAGE DES TUNNELS;EIFFAGE ENERGIE;C.DOC/JG/19/127;BENOIT;05/07/2019;;Mise à jour des documents en prévision des travaux d'uniformisation des fonctions du secteur 1.migration et maj prog automate;MBHLS;JEAN MACE;ELECTROMECANIQUE;87236;87236;;
118636F038CESFGPS930925;JEAN MACE - LOCAL LVT VENTILATION / DESENFUMAGE - PLAN D'IMPLANTATION;EIFFAGE ENERGIE;C.DOC/JG/20/242;RATHAT;07/12/2020;;LOT DESENFUMAGE MISE AJOUR DES PLANS IMPLANTATTION POUR ARMOIRES DEPORTEES;M19 0079;JEAN MACE;ELECTROMECANIQUE;87249;87249;;
118636F120CENE90204;PLACE JEAN JAURES - LISTE DES TERMES DESENFUMAGE DES TUNNELS;EIFFAGE ENERGIE;C.DOC/JG/19/127;BENOIT;05/07/2019;;Mise à jour des documents en prévision des travaux d'uniformisation des fonctions du secteur 1.migration et maj prog automate;MBHLS;PLACE JEAN JAURES;ELECTROMECANIQUE;87310;87310;;
118636F120CESFGPE30893;PLACE JEAN JAURES - ARMOIRE LVT VENTILATION / DESENFUMAGE DES TUNNELS;EIFFAGE ENERGIE;C.DOC/JG/19/127;BENOIT;05/07/2019;;Mise à jour des documents en prévision des travaux d'uniformisation des fonctions du secteur 1.migration et maj prog automate;MBHLS;PLACE JEAN JAURES;ELECTROMECANIQUE;87268;87268;;
118636F120CESFGPE30894;PLACE JEAN JAURES - COFFRET POMPIER VENTILATION / DESENFUMAGE DES TUNNELS;EIFFAGE ENERGIE;C.DOC/JG/20/210;RATHAT;08/10/2020;;MISE AJOUR DES PLANS D'IMPLANTATION POUR ARMOIRES DEPORTEE DE CHEMINEMENTS/ MODIFICATION COFFRET POMPIERS JAURES;M19 0079;PLACE JEAN JAURES;ELECTROMECANIQUE;87269;87269;;
118636F120CESFGPS930883;PLACE JEAN JAURES - PLAN D'IMPLANTATION LOCAL LVT VENTILATION / DESENFUMAGE;EIFFAGE ENERGIE;C.DOC/JG/20/210;RATHAT;08/10/2020;;MISE AJOUR DES PLANS D'IMPLANTATION POUR ARMOIRES DEPORTEE DE CHEMINEMENTS/ MODIFICATION COFFRET POMPIERS JAURES;M19 0079;PLACE JEAN JAURES;ELECTROMECANIQUE;87308;87308;;
118636F122CENE90205;DEBOURG - LISTE DE TERMES DESENFUMAGE DES TUNNELS;EIFFAGE ENERGIE;C.DOC/JG/19/127;BENOIT;05/07/2019;;Mise à jour des documents en prévision des travaux d'uniformisation des fonctions du secteur 1.migration et maj prog automate;MBHLS;DEBOURG;ELECTROMECANIQUE;87348;87348;;
118636F122CESFGPE30896;DEBOURG - ARMOIRE LVT VENTILATION / DESENFUMAGE DES TUNNELS;EIFFAGE ENERGIE;C.DOC/JG/19/127;BENOIT;05/07/2019;;Mise à jour des documents en prévision des travaux d'uniformisation des fonctions du secteur 1.migration et maj prog automate;MBHLS;DEBOURG;ELECTROMECANIQUE;87317;87317;;
118636F122CESFGPE30897;DEBOURG - COFFRET POMPIER VENTILATION / DESENFUMAGE DES TUNNELS;EIFFAGE ENERGIE;C.DOC/JG/21/70;PIERRART;30/03/2021;;Lot désenfumage - Mise à jour du plan d'implantation;19-079;DEBOURG;ELECTROMECANIQUE;87328;87328;;
118636F122CESFGPS930887;DEBOURG - PLAN D'IMPLANTATION LOCAL LVT VENTILATION / DESENFUMAGE;EIFFAGE ENERGIE;C.DOC/JG/20/210;RATHAT;08/10/2020;;MISE AJOUR DES PLANS D'IMPLANTATION POUR ARMOIRES DEPORTEE DE CHEMINEMENTS/ MODIFICATION COFFRET POMPIERS JAURES;M19 0079;DEBOURG;ELECTROMECANIQUE;87334;87334;;
118636F124CENE90206;GERLAND - LISTE DE TERMES DESENFUMAGE DES TUNNELS;EIFFAGE ENERGIE;C.DOC/JG/19/127;BENOIT;05/07/2019;;Mise à jour des documents en prévision des travaux d'uniformisation des fonctions du secteur 1.migration et maj prog automate;MBHLS;GERLAND;ELECTROMECANIQUE;87375;87375;;
118636F124CESFGPE30899;GERLAND - ARMOIRE LVT VENTILATION / DESENFUMAGE DES TUNNELS;EIFFAGE ENERGIE;C.DOC/JG/19/127;BENOIT;05/07/2019;;Mise à jour des documents en prévision des travaux d'uniformisation des fonctions du secteur 1.migration et maj prog automate;MBHLS;GERLAND;ELECTROMECANIQUE;87368;87368;;
118636F124CESFGPS930889;GERLAND - PLAN D'IMPLANTATION LOCAL LVT VENTILATION / DESENFUMAGE;EIFFAGE ENERGIE;C.DOC/JG/20/210;RATHAT;08/10/2020;;MISE AJOUR DES PLANS D'IMPLANTATION POUR ARMOIRES DEPORTEE DE CHEMINEMENTS/ MODIFICATION COFFRET POMPIERS JAURES;M19 0079;GERLAND;ELECTROMECANIQUE;87374;#N/A;;
118 636 F CE NE 90200;INTERSTATIONS B - ANALYSE FONCTIONNELLE DESENFUMAGE DES TUNNELS;BOUYGUES E. & S.;C.DOC/JG/19/169;FAULCON;05/09/2019;;Prolongement de la ligne B Hopitaux Lyon Sud;M19-0078;INTERSTATIONS  B;VENTILATION;214596;214596;;
118636FCENE90200;COMMUN B - DOC - DESENFUMAGE DES TUNNELS - ANALYSE FONCTIONNELLE;EIFFAGE ENERGIE;C.DOC/JG/19/127;BENOIT;05/07/2019;;Mise à jour des documents en prévision des travaux d'uniformisation des fonctions du secteur 1.migration et maj prog automate;MBHLS;COMMUNS  B;ELECTROMECANIQUE;87188;87188;;
118636FCENE90202;COMMUN B - DOC - DESENFUMAGE DES TUNNELS - ANALYSE ORGANIQUE DETAILLEE;EIFFAGE ENERGIE;C.DOC/JG/19/127;BENOIT;05/07/2019;;Mise à jour des documents en prévision des travaux d'uniformisation des fonctions du secteur 1.migration et maj prog automate;MBHLS;COMMUNS  B;ELECTROMECANIQUE;87208;87208;;
118640F034SPSTGPZ820006;GUICHARD - COFFRET REPARTITEUR CABLES EN LIGNE : TELEPHONE INTERPHONIE ET DISTRIBUTION DE L'HEURE;ROIRET;C.DOC/LB/22/17;DEBBAH;17/01/2022;;Travaux préparatioire Avenir métro UL;M16-066;GUICHARD;EMV;87136;87136;;
118640F119SPSTGPZ8192017;COMMUN B - PLAN DE DETAILS - ENSEMBLE DE COMMANDE/CONTROLE;ROIRET;C.DOC/JG/20/108;MANNUEL;17/04/2020;;Travaux préparatoires UL Lignes D;20-0039;COMMUNS  B;EMV;90988;90988;;
118640F120SPSTGPZ8192003;PLACE JEAN JAURES - ARMOIRE BRASSAGE BR3;BOUYGUES E. & S.;C.DOC/JG/21/219;NAIDJA;08/10/2021;;MODIFICATION DES COMMANDES A DISTANCE DE PORTAILS ACCES METRO;20 S 0007;PLACE JEAN JAURES;EMV;87053;87053;;
118640F120SPSTGPZ820000;PLACE JEAN JAURES - TELEPHONE EMV4;ENGIE;C.DOC/LB/22/16;ROBARDET;17/01/2022;;AVENIR METRO SECOND OEUVRES;M17-0080;PLACE JEAN JAURES;EMV;87068;87068;;
118640F120SPSTGPZ850000;PLACE JEAN JAURES - SONORISATION EMV2;ROIRET;C.DOC/JG/21/168;LEFEVER;09/07/2021;;AVM;170079;PLACE JEAN JAURES;EMV;87071;87071;;
118640F120SPSTGPZ8901000;PLACE JEAN JAURES - RESEAU SLTC - PLAN ARMOIRE TETE DE CABLE OPTIQUE LEE - VOIE 1;EIFFAGE ENERGIE;C.DOC/JG/21/225;SAGETTE;22/10/2021;O;TRAVAUX TELECOM ET RESEAU SUR LES SECTEURS 1&2  EN VU  DU  BASCULEMENT DES AUTOMATISMES;M19 0079;PLACE JEAN JAURES;TELEPHONE;78668;78668;;
118640F120SPSTGPZ8901000;PLACE JEAN JAURES - RESEAU SLTC - PLAN ARMOIRE TETE DE CABLE OPTIQUE LEE - VOIE 1;SPIE;C.DOC/JG/21/199;CASTRO;20/09/2021;;Prolongement de la ligne B HLS;M19-0210;PLACE JEAN JAURES;TELEPHONE;78668;78668;;
118640F120SPSTGPZ8901102;PLACE JEAN JAURES - RESEAU OPERATEURS MUTUALISE - TETE DE CABLE OPTIQUE.LFO-VOIE 1;INEO;C.DOC/JG/19/93;GIOE;03/05/2019;;ALIGNEMENT 4G ORANGE;1 700 026;PLACE JEAN JAURES;TELEPHONE;80969;#N/A;;
118640F120SPSTGPZ8913000;PLACE JEAN JAURES - IMPLANTATION DES EQUIPEMENTS NIVEAU QUAIS;ROIRET;C.DOC/JG/21/121;LEFEVER;20/05/2021;;EQUIPEMENTS STATION OPERATION AVM;170 079;PLACE JEAN JAURES;EMV;87074;87074;;
118640F122SPSTGPZ8192004;DEBOURG - ARMOIRE BRASSAGE BR3;BOUYGUES E. & S.;C.DOC/JG/21/219;NAIDJA;08/10/2021;;MODIFICATION DES COMMANDES A DISTANCE DE PORTAILS ACCES METRO;20 S 0007;DEBOURG;EMV;87117;87117;;
118640F122SPSTGPZ820001;DEBOURG - TELEPHONE EMV4;ENGIE;C.DOC/LB/22/16;ROBARDET;17/01/2022;;AVENIR METRO SECOND OEUVRES;M17-0080;DEBOURG;TELEPHONE;87120;87120;;
118640F122SPSTGPZ830001;DEBOURG - INTERPHONIE D'ALARME - SONORISATION CAS - EMV4;SPIE;C.DOC/JG/19/193;CASTRO;22/10/2019;;Courants faibles AVM;M17-079;DEBOURG;EMV;87121;87121;;
118640F122SPSTGPZ850001;DEBOURG - SONORISATION EMV2;ROIRET;C.DOC/JG/21/168;LEFEVER;09/07/2021;;AVM;170079;DEBOURG;EMV;87129;87129;;
118640F122SPSTGPZ8901001;"DEBOURG - RESEAU SLTC - PLAN ARMOIRE TETE DE CABLE OPTIQUE "" LEE - VOIE 1 """;EIFFAGE ENERGIE;C.DOC/JG/21/225;SAGETTE;22/10/2021;O;TRAVAUX TELECOM ET RESEAU SUR LES SECTEURS 1&2  EN VU  DU  BASCULEMENT DES AUTOMATISMES;M19 0079;DEBOURG;TELEPHONE;78688;78688;;
118640F122SPSTGPZ8901001;"DEBOURG - RESEAU SLTC - PLAN ARMOIRE TETE DE CABLE OPTIQUE "" LEE - VOIE 1 """;SPIE;C.DOC/JG/21/199;CASTRO;20/09/2021;;Prolongement de la ligne B HLS;M19-0210;DEBOURG;TELEPHONE;78688;78688;;
118640F122SPSTGPZ8901106;"DEBOURG - RESEAU OPERATEURS MUTUALISE - TETE DE CABLE OPTIQUE;LFO-VOIE 1";INEO;C.DOC/JG/19/93;GIOE;03/05/2019;;ALIGNEMENT 4G ORANGE;1 700 026;DEBOURG;TELEPHONE;81071;#N/A;;
118640F122SPSTGPZ8901107;DEBOURG - RESEAU OPERATEURS MUTUALISE - TETE DE CABLE OPTIQUE - LFO-VOIE 2;INEO;C.DOC/JG/18/181;GIOE;20/06/2018;;LIAISON GRAND LYON DEBOURG GUILLOTIERE POUR MISE A JOUR;1700026;DEBOURG;TELEPHONE;81070;81070;;
118640F122SPSTGPZ8913001;DEBOURG - IMPLANTATION DES EQUIPEMENTS NIVEAU QUAIS;ROIRET;C.DOC/JG/21/121;LEFEVER;20/05/2021;;EQUIPEMENTS STATION OPERATION AVM;170 079;DEBOURG;EMV;87132;87132;;
118640F122SPSTGPZ8913009;DEBOURG - EQUIPEMENTS ARMOIRES EMV - IMPLANTATIONS;SPIE;C.DOC/JG/20/232;RATTON;24/11/2020;;AVM MARCHE CFA;M17 0079;DEBOURG;EMV;87133;#N/A;;
118640F124SPSTGPZ8192005;GERLAND - ARMOIRE BRASSAGE BR3;BOUYGUES E. & S.;C.DOC/JG/21/219;NAIDJA;08/10/2021;;MODIFICATION DES COMMANDES A DISTANCE DE PORTAILS ACCES METRO;20 S 0007;GERLAND;EMV;87088;87088;;
118640F124SPSTGPZ820002;GERLAND - TELEPHONE EMV4;SPIE;C.DOC/JG/17/200;ABDELLI;27/09/2017;;Marché pour les Courants Faibles - Equipements station de l'opération Avenir Métro;M17-0079;GERLAND;TELEPHONE;87091;87091;;
118640F124SPSTGPZ820002;GERLAND - TELEPHONE EMV4;SPIE;C.DOC/JG/18/40;LOISON;26/01/2018;O;Marché CFA - Equipements Station Avenir métro;M17-0079;GERLAND;TELEPHONE;87091;87091;;
118640F124SPSTGPZ820002;GERLAND - TELEPHONE EMV4;SPIE;C.DOC/JG/20/26;CASTRO;27/01/2020;O;EQUIPEMENT STATION DE L'OPERATION AVENIR METRO;M17 0079;GERLAND;TELEPHONE;87091;87091;;
118640F124SPSTGPZ830002;GERLAND - INTERPHONIE D'ALARME - SONORISATION CAS - EMV4;SPIE;C.DOC/JG/20/128;CASTRO;19/05/2020;;COPURANTS FAIBLES AVM;M17 079;GERLAND;EMV;87092;87092;;
118640F124SPSTGPZ830002;GERLAND - INTERPHONIE D'ALARME - SONORISATION CAS - EMV4;SPIE;C.DOC/JG/21/199;CASTRO;20/09/2021;O;Prolongement de la ligne B HLS;M19-0210;GERLAND;EMV;87092;87092;;
118640F124SPSTGPZ850002;GERLAND - SONORISATION EMV2;ROIRET;C.DOC/JG/21/168;LEFEVER;09/07/2021;;AVM;170079;GERLAND;EMV;87094;87094;;
118640F124SPSTGPZ8901002;"GERLAND - RESEAU SLTC - PLAN ARMOIRE TETE DE CABLE OPTIQUE "" LEE - MEZZANINE """;SPIE;C.DOC/JG/21/252;CASTRO;06/12/2021;;PROLONGEMENT DE LA LIGNE B HLS;M19-0210;GERLAND;TELEPHONE;78689;78689;;
118640F124SPSTGPZ8901110;GERLAND - RESEAU OPERATEURS MUTUALISE - TETE DE CABLE OPTIQUE LFO VOIE 1;INEO;C.DOC/JG/19/93;GIOE;03/05/2019;;ALIGNEMENT 4G ORANGE;1 700 026;GERLAND;TELEPHONE;81069;#N/A;;
118640F124SPSTGPZ8913002;GERLAND - IMPLANTATION DES EQUIPEMENTS NIVEAU QUAIS;ROIRET;C.DOC/JG/21/121;LEFEVER;20/05/2021;;EQUIPEMENTS STATION OPERATION AVM;170 079;GERLAND;BASSE TENSION;87110;87110;;
118640F124SPSTGPZ8913003;GERLAND - IMPLANTATION DES EQUIPEMENTS NIVEAU MEZZANINE;ENGIE;C.DOC/JG/20/113;LESAGE;24/04/2020;;Prolongement métro B - HLS;M19-078;GERLAND;BASSE TENSION;87111;87111;;
118640F124SPSTGPZ8913003;GERLAND - IMPLANTATION DES EQUIPEMENTS NIVEAU MEZZANINE;SPIE;C.DOC/JG/21/186;RATTON;03/09/2021;O;AVM - CFA;17-079;GERLAND;BASSE TENSION;87111;87111;;
118652F120GASTGPA8301000;PLACE JEAN JAURES - BLOCK;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109474;109474;;
118652F120GASTGPA8301001;PLACE JEAN JAURES - DISPOSITION DES EQUIPEMENTS DANS LE LOCAL ELECTRONIQUE LIAISONS ARMOIRES;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109475;109475;;
118652F120GASTGPA8301002;PLACE JEAN JAURES - BLOCK V1;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109477;109477;;
118652F120GASTGPA8301003;PLACE JEAN JAURES - EQUIPEMENT TUNNEL VOIE 1;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109478;109478;;
118652F120GASTGPA8301004;PLACE JEAN JAURES - ARMOIRE A1;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109481;109481;;
118652F120GASTGPA8301005;PLACE JEAN JAURES - COFFRET 39CFS9;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109520;109520;;
118652F120GASTGPA8301006;PLACE JEAN JAURES - COFFRET 39CFS11;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109523;109523;;
118652F120GASTGPA8301007;PLACE JEAN JAURES - COFFRET 39CFS13;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109528;109528;;
118652F120GASTGPA8301010;PLACE JEAN JAURES - BLOCK V2;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109532;109532;;
118652F120GASTGPA8301011;PLACE JEAN JAURES - EQUIPEMENT TUNNEL VOIE2;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109533;109533;;
118652F120GASTGPA8301012;PLACE JEAN JAURES - ARMOIRE A2;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109536;109536;;
118652F120GASTGPA8301013;PLACE JEAN JAURES - COFFRET 41CFS2;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109564;109564;;
118652F120GASTGPA8301014;PLACE JEAN JAURES - COFFRET 41CFS4;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109571;109571;;
118652F120GASTGPA8301015;PLACE JEAN JAURES - COFFRET 41CFS6;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109576;109576;;
118652F120GASTGPA8301016;PLACE JEAN JAURES - COFFRET 41CFS8;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;109580;109580;;
118652F120GASTGPA8301030;PLACE JEAN JAURES - BAIE CDV B1;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;207916;207916;;
118652F120GASTGPA8301040;PLACE JEAN JAURES - CHASSIS X1;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;PLACE JEAN JAURES;SIG-AB;208456;208456;;
118652F122GASTGPA8302000;DEBOURG - BLOCK;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109604;109604;;
118652F122GASTGPA8302001;DEBOURG - DISPOSITION DES EQUIPEMENTS DANS LE LOCAL ELECTRONIQUE LIAISONS ARMOIRES;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109608;109608;;
118652F122GASTGPA8302002;DEBOURG - BLOCK V1;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109613;109613;;
118652F122GASTGPA8302003;DEBOURG - EQUIPEMENT TUNNEL VOIE 1;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109614;109614;;
118652F122GASTGPA8302004;DEBOURG - ARMOIRE A1;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109617;109617;;
118652F122GASTGPA8302005;DEBOURG - COFFRET 41CFS1;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109678;109678;;
118652F122GASTGPA8302006;DEBOURG - COFFRET 41CFS3;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109684;109684;;
118652F122GASTGPA8302007;DEBOURG - COFFRET 41CFS5;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109688;109688;;
118652F122GASTGPA8302010;DEBOURG - BLOCK V2;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109691;109691;;
118652F122GASTGPA8302011;DEBOURG - EQUIPEMENT TUNNEL VOIE2;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109692;109692;;
118652F122GASTGPA8302012;DEBOURG - ARMOIRE A2;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109695;109695;;
118652F122GASTGPA8302013;DEBOURG - COFFRET 43CFS2;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109733;109733;;
118652F122GASTGPA8302014;DEBOURG - COFFRET 43CFS4;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109736;109736;;
118652F122GASTGPA8302015;DEBOURG - COFFRET 43CFS6;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109739;109739;;
118652F122GASTGPA8302016;DEBOURG - COFFRET 43CFS8;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;109743;109743;;
118652F122GASTGPA8302030;DEBOURG - BAIE CDV B1;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;207756;207756;;
118652F122GASTGPA8302040;DEBOURG - CHASSIS X1;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;DEBOURG;SIG-AB;208496;208496;;
118652F124GASTGPA9303020;GERLAND - SIG FERROVIAIRE - LISTE DES DOCUMENTS D'EXECUTION;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;109860;109860;;
118652F124GASTGPA9303021;GERLAND - SIG FERROVIAIRE - EQUIPEMENT TUNNEL;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;109861;109861;;
118652F124GASTGPA9303022;GERLAND - DISPOSITION DES EQUIPEMENTS DANS LE LOCAL ELECTRONIQUE;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;109867;109867;;
118652F124GASTGPA9303023;GERLAND - CIRCUITS DE DISTRIBUTION ET DE REPARTITION DE L'ALIMENTATION;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;109873;109873;;
118652F124GASTGPA9303024;GERLAND - CIRCUITS DE VOIE;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;111052;111052;;
118652F124GASTGPA9303025;GERLAND - ENREGISTREMENT ET COMMANDE DES ITINERAIRES;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;111067;111067;;
118652F124GASTGPA9303026;GERLAND - DESTRUCTION DES ITINERAIRES;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;111075;111075;;
118652F124GASTGPA9303027;GERLAND - RELAIS DE COMMANDE D'AIGUILLE;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;111202;111202;;
118652F124GASTGPA9303028;GERLAND - COMMANDE ET CONTROLE DES AIGUILLES;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;111210;111210;;
118652F124GASTGPA9303029;GERLAND - COMMANDE DES OEILLETONS;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;111279;111279;;
118652F124GASTGPA9303030;GERLAND - ALLUMAGE DES FEUX DE SIGNAUX;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;111295;111295;;
118652F124GASTGPA9303031;GERLAND - BARRIERES OPTIQUES DE SECURITE;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;111304;111304;;
118652F124GASTGPA9303032;GERLAND - CONTROLE DE POSITIONNEMENT DES RAMES SUR VOIE 1 ET VOIE 2;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;111310;111310;;
118652F124GASTGPA9303033;GERLAND - INFORMATIONS PILOTAGE AUTOMATIQUE;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;208660;208660;;
118652F124GASTGPA9303034;GERLAND - LOGIQUE DE PILOTAGE AUTOMATIQUE;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;111319;111319;;
118652F124GASTGPA9303035;GERLAND - RADIO-TELEPHONE - ORDRES ATO TELECOMMANDE - TELECONTROLE;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;111494;111494;;
118652F124GASTGPA9303036;GERLAND - SIGNALISATION AUXILIAIRE;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;111519;111519;;
118652F124GASTGPA9303037;GERLAND - LIAISONS ENTRE STATIONS;ALSTOM;C.DOC/JG/17/213;RIFFARD;10/10/2017;;AVENIR METRO;M16 0116;GERLAND;SIG-AB;111521;111521;;
