Référence fournisseur;Référence fiche
AA00AA X0000 200000 X92 TD 100005;244289
AA00AA X0000 200000 X92 TD 100006;244290
AA00AA X0000 200000 X92 TD 100007;244291
AA00AA X0000 200000 X92 TD 100008;244292
AA00AA X0000 200000 X92 TD 100009;244293
AA00AA X0000 200000 X92 TD 100010;244294
AA00AA X0000 200000 X92 TD 100011;244295
AA00AA X0000 200000 X92 TD 100017;244296
AA00AA X0000 200000 X92 TD 100020;244297
AA00AA X0000 400000 S20 GN 000001;244298
AA00AA X0000 400000 S20 GN 000001;244299
AA00AA X0000 000000 S02 SL 000110;24430
AA00AA X0000 400000 S20 GN 000001;244300
AA00AA X0000 200000 S35 FN 000805;244319
AA00AA X0000 000000 S90 SL 000385;24432
AA00AA X0000 200000 S35 FN 000806;244324
AA00AA X0000 000000 S99 AD 000029;24434
AA00AA X0000 000000 S99 AL 000023;24436
AA00AA X0000 200000 G60 TN 000163;244360
AA00AA X0000 200000 G60 TN 000162;244361
AA00AA X0000 200000 G60 TN 000160;244362
AA00AA X0000 200000 G60 TN 000159;244363
AA00AA X0000 000000 Q30 SL 000136;24438
AA00AA X0000 200000 S35 TN 000301;244390
AA00AA X0000 000000 S90 SN 000232;24440
AA00AA X0000 000000 S90 SN 000100;24442
AA00AA X0000 000000 S90 SN 000234;24444
AA00AA X0000 000000 S90 SC 000295;24446
AA00AA X0000 000000 S90 SN 000304;24448
AA00AA X0000 000000 S90 SN 000319;24450
AA00AA X0000 000000 S99 AD 000008;24452
AA00AA X0000 200000 S35 FD 000808;244535
AA00AA X0000 000000 S99 AD 000003;24454
AA00AA X0000 000000 S99 AD 000017;24456
AA00AA X0000 200000 S35 TD 000293;244577
AA00AA X0000 200000 S35 TD 000294;244578
AA00AA X0000 000000 S99 SL 000102;24458
AA00AA X0000 200000 S35 TN 000302;244582
AA00AA X0000 200000 G60 TC 000177;244584
AA00AA X0000 200000 E60 FN 000089;244589
AA00AA X0000 000000 S99 SL 000101;24460
AA00AA X0000 200000 G61 FN 000067;244616
AA00AA X0000 200000 G61 FN 000068;244617
AA00AA X0000 000000 S90 SN 000355;24462
AA00AA X0000 000000 Q30 SL 000126;24464
AA00AA X0000 200000 S35 FN 000810;244644
AA00AA X0000 200000 S11 TD 000063;244656
AA00AA X0000 200000 S11 TD 000064;244657
AA00AA X0000 200000 S11 TN 000065;244658
AA00AA X0000 200000 S11 TN 000066;244659
AA00AA X0000 000000 S99 AD 000023;24466
AA00AA X0000 000000 S90 SN 000356;24468
AA00AA X0000 000000 S24 MN 000003;24470
AA00AA X0000 200000 S35 FD 000786;244700
AA00AA X0000 000000 S90 VL 000100;24472
AA00AA X0000 000000 S90 SN 000148;24474
AA00AA X0000 200000 E01 TC 000225;244759
AA00AA X0000 000000 S24 SN 000101;24476
AA00AA X0000 000000 S12 SL 000102;24478
AA00AA X0000 000000 S12 SL 000103;24480
AA00AA X0000 240000 I10 FD 000019;244816
AA00AA X0000 000000 S90 SN 000154;24482
AA00AA X0000 123000 X91 TC 000027;244837
AA00AA X0000 000000 S90 SN 000153;24484
AA00AA X0000 000000 S90 SN 000150;24486
AA00AA X0000 000000 G31 TN 000842;244876
AA00AA X0000 000000 S90 SN 000149;24488
AA00AA X0000 000000 S02 MC 000014;24490
AA00AA X0000 200000 G60 TC 000178;244915
AA00AA X0000 000000 S24 MN 000006;24492
AA00AA X0000 000000 S90 SL 000163;24494
AA00AA X0000 200000 E01 TC 000226;244956
AA00AA X0000 200000 G60 TC 000179;244957
AA00AA X0000 000000 S90 SN 000140;24496
AA00AA X0000 000000 X01 SL 000100;24498
AA00AA X0000 000000 X01 SL 000102;24500
AA00AA X0000 000000 S90 SL 000184;24502
AA00AA X0000 000000 S90 SL 000188;24504
AA00AA X0000 000000 S90 SN 000207;24506
AA00AA X0000 000000 S10 LN 000116;24508
AA00AA X0000 200000 E01 FN 000203;245096
AA00AA X0000 000000 S90 SN 000229;24510
AA00AA X0000 000000 E37 AL 000001;24512
AA00AA X0000 000000 M10 SN 000117;24514
AA00AA X0000 000000 M10 SN 000116;24516
AA00AA X0000 000000 M10 SC 000108;24520
AA00AA X0000 240000 I10 FN 000018;245210
AA00AA X0000 000000 M10 VN 000100;24522
AA00AA X0000 000000 M10 SL 000115;24524
AA00AA X0000 000000 M10 SN 000127;24528
AA00AA X0000 000000 M10 SN 000128;24530
3860;245305
AA00AA X0000 213022 P10 TC 000001;245306
AA00AA X0000 000000 Q30 SL 000105;24532
AA00AA X0000 000000 L20 MN 000014;24534
AA00AA X0000 000000 M10 SN 000131;24536
AA00AA X0000 000000 M10 SN 000132;24538
AA00AA X0000 000000 M10 SL 000144;24542
AA00AA X0000 000000 M10 VL 000101;24544
AA00AA X0000 000000 M11 SN 000101;24546
AA00AA X0000 000000 M01 SN 000100;24548
AA00AA X0000 200000 E01 TC 000227;245498
AA00AA X0000 000000 G99 SL 000139;24550
AA00AA X0000 000000 D54 MN 000025;24552
AA00AA X0000 000000 S90 SN 000420;24554
AA00AA X0000 200000 E05 TN 000022;245556
AA00AA X0000 000000 G60 MC 000159;24556
AA00AA X0000 000000 S01 TD 000001;245576
AA00AA X0000 000000 L20 ML 000019;24558
AA00AA X0000 168000 E01 TN 000062;245596
AA00AA X0000 000000 L40 ML 000025;24560
AA00AA X0000 200000 G15 FL 000026;245616
AA00AA X0000 200000 S11 FL 000022;245617
AA00AA X0000 000000 L30 SL 000160;24562
AA00AA X0000 000000 E35 SL 000144;24564
AA00AA X0000 000000 G11 SL 000205;24566
AA00AA X0000 000000 G71 SC 000225;24568
AA00AA X0000 000000 G60 MN 000196;24570
AA00AA X0000 000000 E40 SL 000175;24572
AA00AA X0000 000000 E40 MN 000193;24574
AA00AA X0000 200000 X91 TL 000010;245756
AA00AA X0000 000000 E40 ML 000194;24576
AA00AA X0000 000000 E40 ML 000192;24578
AA00AA X0000 000000 L45 MN 000012;24580
AA00AA X0000 000000 E01 MN 000032;24584
AA00AA X0000 000000 E25 MN 000014;24586
AA00AA X0000 000000 L05 AN 000536;24588
AA00AA X0000 000000 L30 SN 000119;24590
AA00AA X0000 100000 X90 TC 000250;245901
AA00AA X0000 000000 L30 SN 000117;24592
AA00AA X0000 000000 L30 SN 000123;24594
AA00AA X0000 000000 E22 MN 000906;24596
AA00AA X0000 100000 L01 TN 000022;245963
AA00AA X0000 100000 L01 TN 000024;245964
AA00AA X0000 100000 L01 TN 000023;245965
AA00AA X0000 100000 L01 TN 000025;245966
AA00AA X0000 100000 L01 TC 000026CRR-606-SLT-ANNEXE 8;245969
AA00AA X0000 000000 L41 MN 000001;24598
AA00AA X0000 200000 S35 FD 000809;245984
AA00AA X0000 200000 E01 TC 000228;245985
AA00AA X0000 200000 G60 TC 000180;245986
AA00AA X0000 000000 L30 SN 000124;24600
AA00AA X0000 000000 L30 SN 000127;24602
AA00AA X0000 354000 E23 TN 000001;246036
AA00AA X0000 200000 E60 FN 000090;246037
AA00AA X0000 000000 L05 AN 000541;24604
AA00AA X0000 200000 E60 FL 000091;246055
AA00AA X0000 200000 S35 TN 000303;246056
AA00AA X0000 000000 E37 SN 000183;24606
AA00AA X0000 100000 X90 TD 000251;246096
AA00AA X0000 000000 L30 SN 000126;24610
AA00AA X0000 000000 E01 CN 000052;24612
AA00AA X0000 200000 S35 FN 000812;246134
AA00AA X0000 000000 L01 AC 000585;24614
AA00AA X0000 200000 G11 FX 000040;246149
AA00AA X0000 220000 E04 TN 000008;246154
AA00AA X0000 230000 E02 TN 000008;246155
AA00AA X0000 000000 L30 SN 000130;24616
AA00AA X0000 000000 L30 SN 000128;24618
AA00AA X0000 000000 L30 SN 000132;24622
AA00AA X0000 000000 L30 SN 000129;24624
AA00AA X0000 000000 E37 SN 000184;24626
AA00AA X0000 200000 E01 TC 000229;246261
AA00AA X0000 000000 L04 SN 000100;24628
AA00AA X0000 300000 G50 TC 000514;246288
AA00AA X0000 000000 L01 AN 000602;24630
AA00AA X0000 000000 E25 MN 000023;24632
AA00AA X0000 230000 E01 TN 000004;246325
AA00AA X0000 220000 E02 TN 000015;246330
AA00AA X0000 000000 E40 MN 000123;24634
AA00AA X0000 000000 E40 SN 000135;24636
AA00AA X0000 200000 G30 FD 000056;246368
AA00AA X0000 000000 G95 VN 000103;24638
AA00AA X0000 000000 M10 SL 000142;24640
AA00AA X0000 313000 E12 LD 000110;246416
AA99AA X0000 310000 G20 LJ 000002M0000S2010LEEST501002;246417
AA00AA X0000 313000 C10 LD 000012;246418
AA00AA X0000 313000 C10 LD 000013;246419
AA00AA X0000 000000 S90 SL 000262;24642
AA00AA X0000 313000 C10 LD 000022;246420
AA00AA X0000 313000 E20 LD 000021;246421
AA00AA X0000 313000 E20 LD 000012;246422
AA00AA X0000 200000 G60 TC 000181;246439
AA00AA X0000 000000 L01 AC 000595;24644
AA00AA X0000 200000 Q20 FC 000230;246442
AA00AA X0000 285100 X90 FN 000005;246445
AA00AA X0000 000000 L30 SN 000137;24646
AA00AA X0000 000000 E01 SN 000101;24648
AA00AA X0000 000000 E25 SL 000133;24650
AA00AA X0000 000000 E22 MN 000907;24652
AA00AA X0000 000000 E20 CN 000001;24654
AA00AA X0000 313000 E30 LD 00007;246558
AA00AA X0000 313000 E30 LD 00017;246559
AA00AA X0000 000000 L01 AL 000505;24656
AA00AA X0000 313000 C11 LD 00014;246561
AA00AA X0000 313000 C11 LD 00024;246562
AA00AA X0000 313000 C10 LD 000023;246563
AA00AA X0000 313000 F20 LD 00027;246564
AA00AA X0000 310300 E12 LD 000760;246605
AA00AA X0000 200000 E01 TC 000230;246608
AA00AA X0000 000000 E25 MN 000030;24662
AA00AA X0000 200000 E02 FN 000013;246636
AA00AA X0000 000000 E40 SL 000104;24664
AA00AA X0000 000000 S01 TD 000002;246659
AA00AA X0000 000000 L01 AC 000625;24666
AA00AA X0000 200000 S35 TN 000304;246662
AA00AA X0000 000000 L01 AC 000626;24668
AA00AA X0000 000000 L01 AC 000630;24670
AA00AA X0000 000000 G30 SN 000100;24672
AA00AA X0000 220000 E02 FN 000020;246730
AA00AA X0000 123000 X91 TC 000028;246731
AA00AA X0000 000000 L01 AC 000645;24674
AA00AA X0000 230000 E02 TN 000009;246752
AA00AA X0000 200000 G60 TC 000182;246753
AA00AA X0000 000000 L01 AC 000647;24676
AA00AA X0000 000000 G95 DD 000046;24678
AA00AA X0000 000000 G60 SN 000287;24680
AA00AA X0000 000000 G95 SC 000108;24682
AA00AA X0000 000000 L30 MN 000033;24684
AA00AA X0000 000000 L30 SN 000122;24686
AA00AA X0000 000000 L30 SN 000101;24688
AA00AA X0000 000000 E16 MN 000020;24690
AA00AA X0000 000000 E01 MN 000064;24692
AA00AA X0000 000000 L41 MN 000015;24694
AA00AA X0000 000000 L01 SC 000243;24696
AA00AA X0000 000000 L01 SC 000284;24698
AA00AA X0000 230000 E01 FN 000005;246988
AA00AA X0000 200000 Q10 FD 000133;246989
AA00AA X0000 000000 L01 SC 000310;24700
AA00AA X0000 000000 L01 SC 000199;24702
AA00AA X0000 000000 L01 SC 000204;24704
AA00AA X0000 000000 L01 SC 000205;24706
AA00AA X0000 000000 L01 AN 000626;24708
AA00AA X0000 000000 L01 SN 000112;24710
AA00AA X0000 000000 L01 SC 000206;24712
AA00AA X0000 000000 L01 SC 000207;24714
AA00AA X0000 200000 G30 FD 000057;247156
AA00AA X0000 200000 G30 FD 000058;247157
AA00AA X0000 300000 G50 TC 000515;247159
AA00AA X0000 000000 L01 SC 000208;24716
AA00AA X0000 100000 L01 TN 000027PTV-606-SLT-V1.9.6;247176
AA00AA X0000 100000 L01 TN 000028CRR-606-SLT-V1.9.6 - ANNEXE 11;247177
AA00AA X0000 100000 L01 TN 000029CTV-606-SLT-ANNEXE 11;247178
AA00AA X0000 000000 L01 SC 000209;24718
AA00AA X0000 000000 L01 SC 000213;24720
AA00AA X0000 200000 Q30 FC 000311;247201
AA00AA X0000 000000 G31 TN 000843;247202
AA00AA X0000 200000 Q20 FN 000233;247216
AA00AA X0000 000000 L01 SC 000214;24722
AA00AA X0000 200000 G60 TC 000183;247237
AA00AA X0000 000000 L01 SC 000215;24724
AA00AA X0000 168000 E01 TN 000063;247256
AA00AA X0000 000000 L01 SC 000219;24726
AA00AA X0000 200000 E01 TC 000232;247276
AA00AA X0000 200000 E01 TC 000231;247277
AA00AA X0000 000000 L01 SC 000220;24728
AR00AR X0000 200000 S01 TN 000025;247296
AA00AA X0000 000000 L01 SC 000221;24730
AA00AA X0000 000000 L01 SC 000223;24732
AA00AA X0000 200000 Q20 FN 000231;247336
AA00AA X0000 200000 Q20 FN 000232;247337
AA00AA X0000 200000 E05 TN 000023;247338
AA00AA X0000 000000 L01 SC 000269;24734
AA00AA X0000 000000 L00 MN 000007;24736
AA00AA X0000 000000 L45 MN 000017;24738
AA00AA X0000 000000 L45 MN 000018;24740
AA00AA X0000 000000 L45 MN 000009;24742
AA00AA X0000 000000 E25 SL 000102;24744
AA00AA X0000 000000 L45 MN 000015;24746
AA00AA X0000 000000 L45 MN 000014;24748
AA00AA X0000 200000 Q20 FC 000234;247480
AA00AA X0000 000000 L40 MO 000006;24750
AA00AA X0000 000000 L20 ML 000012;24752
AA00AA X0000 000000 S90 SN 000392;24754
AA00AA X0000 000000 Q30 SL 000138;24756
AA00AA X0000 000000 G15 SC 000112;24758
AA00AA X0000 000000 G31 TN 000844;247585
AA00AA X0000 000000 E40 MC 000160;24760
AA00AA X0000 200000 E01 TC 000233;247615
AA00AA X0000 200000 G60 TC 000184;247616
AA00AA X0000 000000 L42 MC 000009;24762
AA00AA X0000 000000 Q30 SL 000139;24764
AA00AA X0000 200000 S35 TN 000305;247650
AA00AA X0000 000000 G15 SC 000113;24766
AA00AA X0000 168000 E01 TN 000064;247676
AA00AA X0000 000000 G15 SN 000114;24768
AA00AA X0000 000000 E01 SC 000257;24770
AA00AA X0000 000000 E40 MC 000162;24772
AA00AA X0000 000000 L30 MN 000076;24774
AA00AA X0000 000000 G95 VN 000102;24776
AA00AA X0000 200000 E01 TC 000234;247776
AA00AA X0000 000000 G90 SN 000251;24778
AA00AA X0000 000000 G11 SC 000150;24780
AA00AA X0000 200000 S35 FD 000822;247816
AA00AA X0000 200000 S35 FD 000820;247817
AA00AA X0000 000000 E99 SC 000001;24782
AA00AA X0000 000000 E40 SN 000114;24784
AA00AA X0000 000000 E40 MN 000019;24786
AA00AA X0000 000000 E40 SN 000133;24788
AA00AA X0000 200000 S35 FD 000814;247887
AA00AA X0000 000000 E40 MN 000010;24790
AA00AA X0000 000000 E40 MC 000132;24792
AA00AA X0000 200000 L09 FN 000033;247930
AA00AA X0000 000000 E37 SC 000190;24794
AA00AA X0000 168000 E01 TN 000065;247945
AA00AA X0000 000000 E37 SN 000178;24796
AA00AA X0000 000000 E35 MN 000012;24798
AA00AA X0000 200000 S35 TN 000306;247996
AA00AA X0000 000000 E35 MN 000009;24800
AA00AA X0000 000000 E25 SC 000101;24802
AA00AA X0000 200000 E01 TC 000235;248036
AA00AA X0000 000000 E25 AL 000012;24804
AA00AA X0000 000000 E25 AL 000010;24806
AA00AA X0000 200000 X90 TD 000185;248060
AA00AA X0000 000000 E25 AN 000005;24808
AA00AA X0000 200000 S35 FD 000824;248099
AA00AA X0000 000000 E25 AD 000003;24810
AA00AA X0000 200000 S35 FN 000807;248100
AA00AA X0000 200000 L09 FD 000037;248106
AA00AA X0000 200000 Q30 FC 000314;248117
AA00AA X0000 200000 L09 FN 000034;248118
AA00AA X0000 000000 E25 AD 000002;24812
AA00AA X0000 200000 L09 FN 000035;248121
AA00AA X0000 200000 E01 TC 000236;248122
AA00AA X0000 000000 E25 SN 000106;24814
AA00AA X0000 200000 Q20 FC 000236;248156
AA00AA X0000 000000 E01 SN 000144;24816
AA00AA X0000 000000 E01 MN 000021;24818
AA00AA X0000 000000 D60 MN 000002;24820
AA00AA X0000 000000 D00 MD 000002;24822
AA00AA X0000 000000 Q30 SL 000137;24824
AA00AA X0000 000000 S90 SL 000393;24826
AA00AA X0000 000000 S09 SL 000100;24828
AA00AA X0000 000000 Q30 SL 000140;24830
AA00AA X0000 000000 G90 SL 000262;24832
AA00AA X0000 000000 G15 SN 000122;24834
AA00AA X0000 000000 E31 ML 000128;24836
AA00AA X0000 000000 E33 ML 000005;24838
AA00AA X0000 000000 M10 ML 000004;24840
AA00AA X0000 000000 D54 SL 000111;24842
AA00AA X0000 000000 E16 MN 000016;24844
AA00AA X0000 000000 L42 MN 000017;24846
AA00AA X0000 000000 E37 ML 000033;24848
AA00AA X0000 000000 S99 AD 000014;24850
AA00AA X0000 000000 G90 MN 000095;24852
AA00AA X0000 000000 G60 MN 000167;24854
AA00AA X0000 200000 S35 TN 000307;248547
AA00AA X0000 200000 S35 TN 000310;248549
AA00AA X0000 200000 S35 FD 000821;248555
AA00AA X0000 200000 S10 FD 000015;248558
AA00AA X0000 000000 L01 ML 000020;24856
AA00AA X0000 000000 L20 ML 000017;24858
AA00AA X0000 000000 L20 ML 000016;24860
AA00AA X0000 000000 E31 SL 000137;24862
AA00AA X0000 200000 L09 FN 000038;248621
AA00AA X0000 200000 L09 FD 000036;248623
CB99CB M0815 310000 E50 CR 000005;248624
AA00AA X0000 000000 G70 MN 000004;24864
AA00AA X0000 000000 S99 AN 000001;24866
AA00AA X0000 000000 S99 AD 000022;24868
AA00AA X0000 000000 S99 AD 000019;24870
AA00AA X0000 000000 S99 AD 000021;24872
AA00AA X0000 000000 Q20 SL 000100;24874
AA00AA X0000 000000 G99 AL 000041;24876
AA00AA X0000 000000 G80 MN 000004;24878
AA00AA X0000 000000 Q30 SL 000127;24880
AA00AA X0000 200000 E01 TC 000237;248816
AA00AA X0000 200000 S35 TN 000308;248817
AA00AA X0000 200000 S35 TN 000309;248818
AA00AA X0000 200000 S35 TN 000311;248819
AA00AA X0000 000000 Q10 MN 000004;24882
AA00AA X0000 200000 S35 FD 000815;248820
AA00AA X0000 200000 L09 FD 000038;248821
AA00AA X0000 000000 S99 AD 000011;24884
AA00AA X0000 000000 S90 SN 000368;24886
AA00AA X0000 000000 Q30 SL 000131;24888
AA00AA X0000 200000 X94 FN 000001;248884
AA00AA X0000 200000 S35 FD 000830;248885
AA00AA X0000 200000 S35 FN 000827;248886
AA00AA X0000 200000 S35 TN 000313;248889
AA00AA X0000 000000 S99 AC 000001;24890
AA00AA X0000 000000 S99 SN 000116;24892
AA00AA X0000 000000 S99 SL 000117;24894
AA00AA X0000 240000 I10 FN 000021;248956
AA00AA X0000 200000 Q20 FN 000237;248957
AA00AA X0000 113000 D01 TD 000001;248958
AA00AA X0000 113000 D01 TD 000002;248959
AA00AA X0000 000000 S99 AN 000049;24896
AA00AA X0000 113000 L01 TN 000001CET01822478PV01AZMA111440;248960
AA00AA X0000 113000 M01 TN 000001BCL2024;248961
AA00AA X0000 240000 I10 TN 000006;248976
AA00AA X0000 000000 S99 AL 000018;24898
AA00AA X0000 200000 S35 FN 000831;248996
AA00AA X0000 200000 S35 FN 000833;248997
AA00AA X0000 000000 S99 AD 000028;24900
AA00AA X0000 000000 S99 AL 000022;24902
AA00AA X0000 000000 S90 SL 000442;24904
AA00AA X0000 000000 G95 VN 000104;24906
AA00AA X0000 000000 G71 VN 000100;24908
AA00AA X0000 123000 X91 TC 000029;249097
AA00AA X0000 500000 X82 TN 000001;249098
AA00AA X0000 140000 E01 TN 000005;249099
AA00AA X0000 000000 G11 SN 000165;24910
AA00AA X0000 200000 L80 FN 000003;249100
AA00AA X0000 000000 S10 TN 000001;249101
AA00AA X0000 200000 S35 FD 000819;249102
AA00AA X0000 200000 S35 FD 000829;249103
AA00AA X0000 200000 S35 FL 000817;249104
AA00AA X0000 000000 G51 MC 000030;24912
AA00AA X0000 000000 G62 MN 000081;24914
AA00AA X0000 000000 G51 MN 000030;24916
AA00AA X0000 000000 G99 AL 000027;24918
AA00AA X0000 000000 G11 ML 000083;24920
AA00AA X0000 000000 G51 ML 000043;24922
AA00AA X0000 120000 X90 TN 000022;249231
AA00AA X0000 123000 M01 TN 000001;249232
AA00AA X0000 000000 G72 MN 000051;24924
AA00AA X0000 200000 E01 TC 000238;249243
AA00AA X0000 000000 G11 SL 000181;24926
AA00AA X0000 200000 S35 FL 000828;249260
AA00AA X0000 000000 G99 AL 000067;24928
AA00AA X0000 142120 L01 TN 000001;249283
AA00AA X0000 200000 L90 TN 000002;249284
AA00AA X0000 141000 L01 TN 000002;249285
AA00AA X0000 200000 M50 FN 000004;249287
AA00AA X0000 140000 L01 TN 000005;249288
AA00AA X0000 200000 L90 TN 000001;249289
AA00AA X0000 000000 G11 SL 000179;24930
AA00AA X0000 000000 G62 SN 000106;24932
AA00AA X0000 000000 G62 SL 000100;24934
000 000 G30 DC;24936
AA00AA X0000 000000 G51 AC 000050;24938
AA00AA X0000 000000 I01 SL 000119;24940
AA00AA X0000 000000 G15 AN 000046;24942
AA00AA X0000 200000 S20 TN 000017;249439
AA00AA X0000 000000 G30 SN 000110;24944
AA00AA X0000 200000 S35 TN 000314;249442
AA00AA X0000 200000 S35 TN 000312;249443
AA00AA X0000 240000 I10 FN 000022;249498
AA00AA X0000 200000 E01 TC 000239;249499
AA00AA X0000 000000 G11 SL 000154;24950
AA00AA X0000 000000 G90 SN 000228;24952
AA00AA X0000 000000 G95 AL 000509;24954
AA00AA X0000 000000 G11 AL 000031;24956
AA00AA X0000 000000 D54 MN 000022;24958
AA00AA X0000 000000 D54 SN 000109;24960
AA00AA X0000 000000 D54 MN 000023;24962
AA00AA X0000 000000 E40 MN 000106;24964
AA00AA X0000 160000 M01 TN 000006;249650
AA00AA X0000 100000 D40 TD 000001;249652
AA00AA X0000 000000 D00 SD 000100;24966
AA00AA X0000 000000 D03 ML 000010;24968
AA00AA X0000 000000 D20 MN 000002;24972
AA00AA X0000 200000 S35 FN 000834;249731
AA00AA X0000 200000 S10 FD 000014;249739
AA00AA X0000 000000 D20 SN 000100;24974
AA00AA X0000 200000 Q20 FN 000235;249756
AA00AA X0000 200000 Q20 FC 000238;249757
AA00AA X0000 000000 D01 MD 000009;24976
AA00AA X0000 200000 S35 TN 000315;249778
AA00AA X0000 200000 S35 FN 000837;249779
AA00AA X0000 000000 D60 SN 000100;24978
AA00AA X0000 123000 X91 TC 000030;249780
AA00AA X0000 200000 E01 TC 000240;249796
AA00AA X0000 000000 D54 MN 000015;24980
AA00AA X0000 000000 D54 MN 000018;24982
AA00AA X0000 000000 L01 SL 000248;24984
AA00AA X0000 000000 E22 TN 000001;249856
AA00AA X0000 200000 Q30 FN 000312;249857
AA00AA X0000 200000 Q30 FN 000316;249858
AA00AA X0000 000000 E01 SL 000129;24986
AA00AA X0000 000000 E40 SL 000148;24988
AA00AA X0000 200000 Q30 FC 000315;249896
AA00AA X0000 160000 X90 TD 000018;249897
AA00AA X0000 000000 E40 SL 000149;24990
AA00AA X0000 211205 P10 TN 000002;249916
AA00AA X0000 211205 P10 TN 000001;249917
AA00AA X0000 160000 E01 TD 000010;249918
AA00AA X0000 000000 L20 ML 000001;24992
AA00AA X0000 000000 L30 SL 000152;24994
AA00AA X0000 160000 X90 TD 000011;249957
AA00AA X0000 000000 E31 SL 000130;24996
AA00AA X0000 160000 S01 TN 000001;249961
EX99EX M0000 310900 E30 OD 000002;249990
AA00AA X0000 000000 L30 MN 000073;25000
AA00AA X0000 000000 L20 MN 000003;25002
AA00AA X0000 000000 L01 SC 000255;25004
AA00AA X0000 000000 L60 ML 000004;25006
AA00AA X0000 168000 E01 TN 000044;250066
AA00AA X0000 200000 Q30 FN 000317;250067
AA00AA X0000 200000 Q30 FN 000313;250068
AA00AA X0000 000000 E40 SL 000151;25008
AA00AA X0000 000000 E31 ML 000119;25010
AA00AA X0000 000000 E37 SL 000204;25012
AA00AA X0000 000000 E01 SN 000225;25014
AA00AA X0000 000000 E40 SL 000144;25016
AA00AA X0000 000000 L20 ML 000020;25018
AA00AA X0000 000000 G71 ML 000077;25020
AA00AA X0000 000000 G71 SO 000229;25022
AA00AA X0000 000000 G11 SC 000209;25024
AA00AA X0000 000000 L20 ML 000007;25026
AA00AA X0000 000000 E99 SL 000149;25028
AA00AA X0000 000000 L01 AC 000558;25030
AA00AA X0000 000000 G51 AC 000048;25032
AA00AA X0000 000000 L01 AC 000551;25034
AA00AA X0000 200000 L30 FN 000006;250347
AA00AA X0000 200000 L30 FN 000007;250348
AA00AA X0000 000000 L01 AC 000549;25036
AA00AA X0000 000000 E40 MN 000074;25038
AA00AA X0000 000000 L01 SN 000179;25040
AA00AA X0000 000000 E40 MN 000073;25042
AA00AA X0000 000000 L01 SL 000167;25044
AA00AA X0000 213127 R10 TN 000001;250456
AA00AA X0000 000000 E40 MN 000070;25046
AA00AA X0000 200000 S35 FD 000835;250476
AA00AA X0000 160000 E01 TN 000016;250477
AA00AA X0000 160000 E01 TN 000017;250478
AA00AA X0000 142200 M01 TN 000002SR00729;250479
AA00AA X0000 000000 E40 MN 000071;25048
AA00AA X0000 211205 R10 TN 000002;250480
AA00AA X0000 200000 E01 TC 000241;250481
AA00AA X0000 000000 E31 TN 000007;250483
AA00AA X0000 000000 E40 MN 000069;25050
AA00AA X0000 000000 E40 MN 000060;25052
AA00AA X0000 000000 E40 MN 000061;25054
AA00AA X0000 000000 E40 MN 000062;25056
AA00AA X0000 000000 E40 MN 000063;25058
AA00AA X0000 000000 E40 MN 000064;25060
AA00AA X0000 000000 E40 MN 000065;25062
AA00AA X0000 000000 E40 MN 000066;25064
AA00AA X0000 000000 E40 MN 000067;25066
AA00AA X0000 200000 S35 FD 000840;250669
AA00AA X0000 000000 E40 MN 000068;25068
AA00AA X0000 000000 E01 VN 000103;25070
AA00AA X0000 000000 E01 SL 000001;25072
AA00AA X0000 000000 E33 LN 000001;25074
AA00AA X0000 000000 E00 SL 000103;25076
AA00AA X0000 000000 E40 MN 000006;25078
AA00AA X0000 000000 E30 SD 000110;25080
AA00AA X0000 141000 L01 TN 000003675FVE569;250809
AA00AA X0000 000000 E01 GN 000032;25082
AA00AA X0000 200000 X90 TD 000186;250833
AA00AA X0000 500000 X82 TN 000002;250834
AA00AA X0000 000000 E40 VL 000102;25084
AA00AA X0000 000000 E01 SN 000141;25086
AA00AA X0000 000000 E15 SN 000100;25088
AA00AA X0000 000000 E01 AN 000143;25090
AA00AA X0000 200000 L90 TN 000003;250909
AA00AA X0000 200000 S35 FN 000838;250910
AA00AA X0000 000000 E40 VL 000103;25092
AA00AA X0000 000000 E22 SL 000145;25094
AA00AA X0000 000000 E40 MN 000035;25096
AA00AA X0000 200000 E01 FN 000207;250965
AA00AA X0000 200000 L30 FN 000005;250966
AA00AA X0000 200000 E01 TC 000242;250967
AA00AA X0000 230000 E01 TN 000005;250968
AA00AA X0000 117446 E01 TD 000001;250976
AA00AA X0000 000000 E40 MN 000033;25098
AA00AA X0000 200000 S11 TD 000080;250996
AA00AA X0000 000000 E40 MN 000034;25100
AA00AA X0000 000000 E40 MN 000032;25102
AA00AA X0000 000000 E05 MN 000009;25104
AA00AA X0000 000000 E05 SN 000100;25106
AA00AA X0000 200000 S11 TD 000081;251072
AA00AA X0000 000000 E16 SN 000901;25108
AA00AA X0000 000000 E01 SN 000143;25110
AA00AA X0000 142140 L01 TN 000001;251105
AA00AA X0000 142140 L01 TN 000002;251106
AA00AA X0000 142140 L01 TN 000003;251107
AA00AA X0000 142140 L01 TN 000004;251108
AA00AA X0000 142140 L01 TN 000005;251109
AA00AA X0000 500000 X82 TN 000003;251110
AA00AA X0000 200000 L90 TN 000004;251111
AA00AA X0000 200000 L80 FN 000004;251112
AA00AA X0000 000000 E35 MN 000011;25112
AA00AA X0000 000000 E16 SN 000101;25114
AA00AA X0000 000000 E32 AN 000108;25118
