Référence fournisseur;Titre;Site;Référence fiche
AQ00AQ X0000 0000 ST-111024;HOTEL DE VILLE - DETRUIT REMPLACER PAR AL99ALM0909FD0000E20GS050185 - COMMANDE CENTRALISEE TRAFIC;HOTEL DE VILLE A & C;41973
AQ00AQ X0000 0000 ST-111025;FOCH - DETRUIT REMPLACER PAR AL99ALM0908FD0000E20GS050200 - COMMANDE CENTRALISEE TRAFIC;FOCH;41972
AQ00AQ X0000 0000 ST-111026;MASSENA - DETRUIT REMPLACER PAR AL99ALM0907FD0000E20GS050215 - COMMANDE CENTRALISEE TRAFIC;MASSENA;41984
AQ00AQ X0000 0000 ST-901353;CORDELIERS - FIBRE OPTIQUE RESEAU SLTC TETE DE CABLE OPTIQUE LEE VOIE 2;CORDELIERS;42799
AQ00AQ X0000 0000 ST-901354;HOTEL DE VILLE - FIBRE OPTIQUE RESEAU SLTC TETE DE CABLE OPTIQUE LEE VOIE 2;HOTEL DE VILLE A & C;42805
AQ00AQ X0000 0000 ST-901355;HOTEL DE VILLE - FIBRE OPTIQUE RESEAU SLTC - TETE DE CABLE OPTIQUE LEE VOIE 2;HOTEL DE VILLE A & C;42794
AQ00AQ X0000 0000 ST-901356;FOCH - FIBRE OPTIQUE RESEAU SLTC TETE DE CABLE OPTIQUE LEE VOIE 2;FOCH;42790
AQ00AQ X0000 0000 ST-901357;MASSENA - FIBRE OPTIQUE RESEAU SLTC TETE DE CABLE OPTIQUE LEE VOIE 2;MASSENA;42804
AQ00AQ X0000 0000 ST-901380;HOTEL DE VILLE - LIGNE C - FIBRE OPTIQUE RESEAU SLTC - TETE DE CABLE OPTIQUE LEE VOIE 2;HOTEL DE VILLE A & C;42809
AQ00AQ X0000 0000 ST-901416;HOTEL DE VILLE - LIGNE A - FIBRE OPTIQUE RESEAU BACKBONE, TETES DE CABLE OPTIQUE SAS VOIE 1;HOTEL DE VILLE A & C;42768
AQ00AQ X0000 0000 ST-901417;HOTEL DE VILLE - FIBRE OPTIQUE RESEAU OPERATEURS BACKBONE, TETE DE CABLE OPTIQUE SAS VOIE 2;HOTEL DE VILLE A & C;42758
AQ00AQ X0000 0000 ST-901475;CORDELIERS - FIBRE OPTIQUE RESEAU OPERATEURS MUTUALISE, TETE DE CABLE OPTIQUE SAS VOIE 1;CORDELIERS;42731
AQ00AQ X0000 0000 ST-901476;CORDELIERS - FIBRE OPTIQUE RESEAU OPERATEURS MUTUALISE, TETE DE CABLE OPTIQUE LMC VOIE 2;CORDELIERS;42763
AQ00AQ X0000 0000 ST-901477;HOTEL DE VILLE - LIGNE A - FIBRE OPTIQUE RESEAU OPERATEURS MUTUALISE - TETE DE CABLE OPTIQUE SAS VOIE 1;HOTEL DE VILLE A & C;42729
AQ00AQ X0000 0000 ST-901478;HOTEL DE VILLE - FIBRE OPTIQUE RESEAU OPERATEURS MUTUALISE - TETE DE CABLE OPTIQUE SAS VOIE 2;HOTEL DE VILLE A & C;42750
AQ00AQ X0000 0000 ST-901479;FOCH - FIBRE OPTIQUE RESEAU OPERATEURS MUTUALISE, TETE DE CABLE OPTIQUE LMC VOIE 1;FOCH;42728
AQ00AQ X0000 0000 ST-901480;FOCH - FIBRE OPTIQUE RESEAU OPERATEURS MUTUALISE, TETE DE CABLE OPTIQUE LET VOIE 2;FOCH;42751
AQ00AQ X0000 0000 ST-901481;MASSENA - FIBRE OPTIQUE RESEAU OPERATEURS MUTUALISE, TETE DE CABLE OPTIQUE LET VOIE 1;MASSENA;42727
AQ00AQ X0000 0000 ST-901482;MASSENA - FIBRE OPTIQUE RESEAU OPERATEURS MUTUALISE, TETE DE CABLE OPTIQUE LMC VOIE 2;MASSENA;42764
AQ00AQ X0000 0000 YA-000922                       ;HOTEL DE VILLE - LIGNE C - COUPE AA NIVEAU QUAI;HOTEL DE VILLE A & C;42019
AQ00AQ X0000 0000 YA-001019;HOTEL DE VILLE - LIGNE C - NIVEAU QUAI COUPE AA;HOTEL DE VILLE A & C;63630
AQ00AQ X0000 0000 YA-001021;HOTEL DE VILLE - LIGNE C - ELEVATION QUAI 2;HOTEL DE VILLE A & C;63629
AQ00AQ X0000 0000 YA-001023;HOTEL DE VILLE - LIGNE C - ELEVATION VOILE CENTRAL , ELEVATION TYMPAN;HOTEL DE VILLE A & C;63628
AQ00AQ X0000 0730 HF-060700                       ;FOCH - BLOCK;FOCH;44856
AQ00AQ X0000 0730 HF-060701                       ;FOCH - DISPOSITION DES EQUIPEMENTS DANS LE LOCAL ELECTRONIQUE LIAISONS ARMOIRES;FOCH;44859
AQ00AQ X0000 0730 HF-060702                       ;FOCH - BLOCK VOIE 1;FOCH;44857
AQ00AQ X0000 0730 HF-060703                       ;FOCH - EQUIPEMENT TUNNEL VOIE 1;FOCH;44860
AQ00AQ X0000 0730 HF-060704                       ;FOCH - ARMOIRE A1;FOCH;44863
AQ00AQ X0000 0730 HF-060705                       ;FOCH - COFFRET 10 CFS 1;FOCH;44887
AQ00AQ X0000 0730 HF-060706                       ;FOCH - COFFRET 10 CFS 5;FOCH;44890
AQ00AQ X0000 0730 HF-060710                       ;FOCH - BLOCK VOIE 2;FOCH;44893
AQ00AQ X0000 0730 HF-060711                       ;FOCH - EQUIPEMENT TUNNEL VOIE 2;FOCH;44894
AQ00AQ X0000 0730 HF-060712                       ;FOCH - ARMOIRE A2;FOCH;44898
AQ00AQ X0000 0730 HF-060713                       ;FOCH - COFFRET 25 CFS 2;FOCH;44922
AQ00AQ X0000 0730 HF-060714                       ;FOCH - COFFRET 23 CFS 6;FOCH;44925
AQ00AQ X0000 0730 HF-061000                       ;MASSENA - BLOCK;MASSENA;44384
AQ00AQ X0000 0730 HF-061001                       ;MASSENA - DISPOSITION DES EQUIPEMENTS DANS LE LOCAL ELECTRONIQUE LIAISONS ARMOIRES;MASSENA;44387
AQ00AQ X0000 0730 HF-061002                       ;MASSENA - BLOCK VOIE 1;MASSENA;44385
AQ00AQ X0000 0730 HF-061003                       ;MASSENA - EQUIPEMENT TUNNEL VOIE 1;MASSENA;44388
AQ00AQ X0000 0730 HF-061004                       ;MASSENA - ARMOIRE A1;MASSENA;44391
AQ00AQ X0000 0730 HF-061005                       ;MASSENA - COFFRET 12 CFS 1;MASSENA;44424
AQ00AQ X0000 0730 HF-061006                       ;MASSENA - COFFRET 12 CFS 5;MASSENA;44426
AQ00AQ X0000 0730 HF-061010                       ;MASSENA - BLOCK VOIE 2;MASSENA;44429
AQ00AQ X0000 0730 HF-061011                       ;MASSENA - EQUIPEMENT TUNNEL VOIE 2;MASSENA;44430
AQ00AQ X0000 0730 HF-061012                       ;MASSENA - ARMOIRE A2;MASSENA;44433
AQ00AQ X0000 0730 HF-061013                       ;MASSENA - COFFRET 10 CFS 2;MASSENA;44456
AQ00AQ X0000 0730 HF-061014                       ;MASSENA - COFFRET 10 CFS 6;MASSENA;44459
AQ00AQ X0000 0730 HF-061100                       ;CORDELIERS - BLOCK;CORDELIERS;44787
AQ00AQ X0000 0730 HF-061101                       ;CORDELIERS - DISPOSITION DES EQUIPEMENTS DANS LE LOCAL ELECTRONIQUE LIAISONS ARMOIRES;CORDELIERS;44789
AQ00AQ X0000 0730 HF-061102                       ;CORDELIERS - BLOCK VOIE 1;CORDELIERS;44788
AQ00AQ X0000 0730 HF-061103                       ;CORDELIERS - EQUIPEMENT TUNNEL VOIE 1;CORDELIERS;44790
AQ00AQ X0000 0730 HF-061104                       ;CORDELIERS - ARMOIRE A1;CORDELIERS;44792
AQ00AQ X0000 0730 HF-061105                       ;CORDELIERS - COFFRET 9 CFS 1;CORDELIERS;44814
AQ00AQ X0000 0730 HF-061106                       ;CORDELIERS - COFFRET 9 CFS 5;CORDELIERS;44817
AQ00AQ X0000 0730 HF-061110                       ;CORDELIERS - BLOCK VOIE 2;CORDELIERS;44820
AQ00AQ X0000 0730 HF-061111                       ;CORDELIERS - EQUIPEMENT TUNNEL VOIE 2;CORDELIERS;44821
AQ00AQ X0000 0730 HF-061112                       ;CORDELIERS - ARMOIRE A2;CORDELIERS;44824
AQ00AQ X0000 0730 HF-061113                       ;CORDELIERS - COFFRET 7 CFS 2;CORDELIERS;44847
AQ00AQ X0000 0730 HF-061114                       ;CORDELIERS - COFFRET 7 CFS 6;CORDELIERS;44850
AQ99AQ M0907 730000 I10 TU 001501;MASSENA - DOC - NOTE DE CALCUL DES LIAISONS BASSE TENSION DEPUIS LES JEUX DE BARRES 1 ET 2;MASSENA;186966
AQ99AQ M0907 820000 E00 TP 000012;MASSENA - METRO A - SONORISATION ASCENSEUR 1 SCHEMA DE RACCORDEMENT;MASSENA;181384
AQ99AQ M0907 820000 E00 TP 000013;MASSENA - METRO A - SONORISATION ASCENSEUR 2 SCHEMA DE RACCORDEMENT;MASSENA;181385
AQ99AQ X0000 000000 E00 TP 000010;CORDELIERS - RESEAU TELEPHONE INTERIEUR;CORDELIERS;103591
AQ99AQ X0000 000000 E00 TP 000011;HOTEL DE VILLE - RESEAU TELEPHONE INTERIEUR;HOTEL DE VILLE A & C;103592
AQ99AQ X0000 000000 E00 TP 000012;FOCH - RESEAU TELEPHONE INTERIEUR;FOCH;103593
AQ99AQ X0000 000000 E00 TP 000013;MASSENA - RESEAU TELEPHONE INTERIEUR;MASSENA;103594
AQ99AQ X0000 000000 E00 TP 000030;HOTEL DE VILLE - LIGNE C RESEAU TELEPHONE INTERIEUR;HOTEL DE VILLE A & C;103611
AQ99AQ X0000 000000 E00 TP 000045;FOCH - SYNOPTIQUE CABLAGE ARMOIRE INTERFACE ARMOIRE ULS/VIDEO/COFFRETS ASCENSEURS;FOCH;120510
AQ99AQ X0000 000000 E00 TP 000048;CORDELIERS - SYNOPTIQUE CABLAGE ARMOIRE INTERFACE ARMOIRE ULS/VIDEO/COFFRETS ASCENSEURS;CORDELIERS;120513
AQ99AQ X0000 700000 E00 TP 000002;FOCH - COFFRET BT CLIMATISATION LEE;FOCH;83488
AQ99AQ X0000 700000 E00 TP 000004;CORDELIERS - ARMOIRE PUBLICITE QUAI 1 & 2;CORDELIERS;83490
AQ99AQ X0000 700000 E00 TP 000007;HOTEL DE VILLE - ARMOIRE PUBLICITE QUAI 1 & 2;HOTEL DE VILLE A & C;83509
AQ99AQ X0000 700000 E00 TP 000015;MASSENA - COFFRET BT CLIMATISATION LEE;MASSENA;100109
AQ99AQ X0000 700000 E00 TP 000023;FOCH - COFFRET TRANSFORMATEURS D'ISOLEMENT ASCENSEURS QUAI 1 ET 2;FOCH;116195
AQ99AQ X0000 700000 E00 TP 000025;CORDELIERS - COFFRET TRANSFORMATEURS D'ISOLEMENT ASCENSEURS QUAIS 1 ET 2;CORDELIERS;116197
AQ99AQ X0000 700000 E00 TP 000027;CORDELIERS - COFFRET CLIMATISATION LEE;CORDELIERS;116199
AS99AS X0000 700000 E00 TP 000070;HOTEL DE VILLE - SOUS STATION SURFACE - SCHEMA DES LIAISONS;HOTEL DE VILLE A & C;116917
AS99AS X0000 700000 E00 TP 000071;HOTEL DE VILLE - SOUS STATION SURFACE - DEPARTS TRACTION COMMANDES CONTROLES;HOTEL DE VILLE A & C;116918
AS99AS X0000 700000 E00 TP 000072;HOTEL DE VILLE - SOUS STATION SURFACE - DETRUIT REMPLACE PAR HGR090973ETSP00209 -ARMOIRE AUTOMATE COMMANDES-CONTROLES;HOTEL DE VILLE A & C;116919
AS99AS X0000 700000 E00 TP 000073;HOTEL DE VILLE - SOUS STATION SURFACE - ARMOIRE AUXILIAIRE TGBT;HOTEL DE VILLE A & C;116920
AS99AS X0000 700000 E00 TP 000074;HOTEL DE VILLE - SOUS STATION SURFACE - CARNET DE CABLES;HOTEL DE VILLE A & C;116921
AS99AS X0000 700000 E00 TP 000075;HOTEL DE VILLE - SOUS STATION SURFACE - DETRUIT LE 01-04-19 REMPLACER PAR AS99AS X0000 700000 E00 TP 000075 IMPLANTATION DES EQUIPEMENTS;HOTEL DE VILLE A & C;116922
AS99AS X0000 700000 E00 TP 000076;HOTEL DE VILLE - SOUS STATION SURFACE - DETRUIT LE 01/04/19 REMPLACER PAR HGR090970ETSP00203 IMPLANTATION CHEMIN DE CABLES;HOTEL DE VILLE A & C;116923
AS99AS X0000 700000 E00 TP 000077;HOTEL DE VILLE - SOUS STATION SURFACE - DETRUITE LE 01-04-19 REMPLACER PAR HGR090970ETSP00203 GENIE GIVIL ET RESERVATION;HOTEL DE VILLE A & C;116924
AS99AS X0000 700000 E00 TP 000078;HOTEL DE VILLE - SOUS STATION SURFACE - PLAN DE CHAMBRES DE TIRAGE  ET DE CHEMINEMENT RUE J SERLIN;HOTEL DE VILLE A & C;116925
AS99AS X0000 700000 E00 TP 000079;HOTEL DE VILLE - NUMERO LIBRE;HOTEL DE VILLE A & C;116926
ASVLYO16334A01049A;FOCH - DOC D'ESSAIS - MODIF DES SYSTEMES COURANTS FAIBLES EN INTEFACE AVEC LES ASCENSEURS - PHASE 3;FOCH;119775
ASVLYO16334A01052A;CORDELIERS - DOC D'ESSAIS - MODIF DES SYSTEMES COURANTS FAIBLES EN INTEFACE AVEC LES ASCENSEURS - PHASE 3;CORDELIERS;119778
ASVLYO16334A01064B;FOCH - LISTE DES RESERVES - MODIF DES SYSTEMES COURANTS FAIBLES EN INTEFACE AVEC LES ASCENSEURS - PHASE 3;FOCH;119779
ASVLYO16334A01067B;CORDELIERS - LISTE DES RESERVES - MODIF DES SYSTEMES COURANTS FAIBLES EN INTEFACE AVEC LES ASCENSEURS - PHASE 3;CORDELIERS;119783
ASX000070EKLS00773;HOTEL DE VILLE - SOUS STATION SURFACE - POSTE HAUTE TENSION;HOTEL DE VILLE A & C;218676
AY00AY M0907 000000 I10 LP 000920;MASSENA - SIGNALETIQUE, PORTIQUES ZONE DE PEAGE DETAIL SERRURERIE & BANDEAUX SCHEMA DE CABLAGE;MASSENA;116545
AY00AY M0908 000000 I10 LP 000919;FOCH - SIGNALETIQUE, PORTIQUES ZONE DE PEAGE DETAIL SERRURERIE & BANDEAUX SCHEMA DE CABLAGE;FOCH;116546
AY00AY M0909 000000 I10 LP 000918;HOTEL DE VILLE - LIGNE A - SIGNALETIQUE, PORTIQUES ZONE DE PEAGE DETAIL SERRURERIE & BANDEAUX SCHEMA DE CABLAGE;HOTEL DE VILLE A & C;116547
AY00AY M0910 000000 I10 LP 000917;CORDELIERS - SIGNALETIQUE, PORTIQUES ZONE DE PEAGE DETAIL SERRURERIE & BANDEAUX SCHEMA DE CABLAGE;CORDELIERS;116549
BG44BG M0908 941000 E20 EP 000002;FOCH - BUREAUX AGENT DE LIGNE - IMPLANTATION EQUIPEMENT BAL AAL COURANT FORT COURANT FAIBLE;FOCH;118183
BG44BG M0908 941000 E20 EP 000003;FOCH - BUREAUX AGENT DE LIGNE - RACCORDEMENT & SCHEMA DE LIAISON TELEPHONNE INFORMATIQUE;FOCH;118148
BG44BG M0908 941000 E20 ES 000001;FOCH - BUREAU AGENT DE LIGNE - SCHEMA COFFRET BAL;FOCH;113314
BG44BG M0909 941000 E20 EP 000002;HOTEL DE VILLE - BUREAUX AGENT DE LIGNE - IMPLANTATION EQUIPEMENT BAL AAL COURANT FORT COURANT FAIBLE;HOTEL DE VILLE A & C;118171
BG44BG M0909 941000 E20 EP 000003;HOTEL DE VILLE - BUREAUX AGENT DE LIGNE - RACCORDEMENT & SCHEMA DE LIAISON TELEPHONNE INFORMATIQUE;HOTEL DE VILLE A & C;118136
BG44BG M0909 941000 E20 ES 000001;HOTEL DE VILLE - BUREAU AGENT DE LIGNE - SCHEMA COFFRET BAL;HOTEL DE VILLE A & C;113315
BG44BG M0910 941000 E20 EP 000002;CORDELIERS - BUREAUX AGENT DE LIGNE - IMPLANTATION EQUIPEMENT BAL AAL COURANT FORT COURANT FAIBLE;CORDELIERS;118181
BG44BG M0910 941000 E20 EP 000003;CORDELIERS - BUREAUX AGENT DE LIGNE - RACCORDEMENT & SCHEMA DE LIAISON TELEPHONNE INFORMATIQUE;CORDELIERS;118146
BG44BG M0910 941000 E20 ES 000001;CORDELIERS - BUREAU AGENT DE LIGNE - SCHEMA COFFRET BAL;CORDELIERS;113316
BI99BI M0909 730000 E00 TP 000001;HOTEL DE VILLE - GRILLES METALLIQUES COFFRETS DE COMMANDE;HOTEL DE VILLE A & C;106243
BI99BI M0910 730000 E00 TP 000001;CORDELIERS - GRILLES METALLIQUES COFFRETS DE COMMANDE;CORDELIERS;106240
BN01BN M0907 922100 I10 MP 001911;MASSENA - PLAN D'ENSEMBLE QUAI SUD COFFRAGE ARMATURES - DOE;MASSENA;100378
BN01BN M0907 922100 I10 MP 001912;MASSENA - PLAN D'ENSEMBLE QUAI NORD COFFRAGE ARMATURES - DOE;MASSENA;100379
BN01BN M0907 923100 I10 LP 000201;MASSENA - ASCENSEUR QUAIS 1 ET 2 EDICULE ELEVATIONS ET DETAILS;MASSENA;96948
BN01BN M0907 923100 I10 LP 000202;MASSENA - ASCENSEUR QUAIS 1 ET 2 EDICULE DEBITS OSSATURE ACIER;MASSENA;96949
BN01BN M0907 923100 I10 LP 000203;MASSENA - ASCENSEUR QUAIS 1 ET 2 EDICULE PLOTS ET RONDELLES INOX;MASSENA;96951
BN01BN M0907 923100 I10 LP 000204;MASSENA - ASCENSEUR QUAIS 1 ET 2 EDICULE GRILLE DE VENTILATION ALU AS1;MASSENA;96952
BN01BN M0907 923100 I10 LP 000205;MASSENA - QUAIS 1 ET 2 EDICULE BAVETTE BASSE INOX SUR ACROTERE BETON;MASSENA;96953
BN01BN M0907 923100 I10 LP 000206;MASSENA - ASCENSEUR QUAIS 1 ET 2 EDICULE SUPPORT CAMERA;MASSENA;96954
BN01BN M0907 923100 I10 LP 000207;MASSENA - ASCENSEUR QUAI 1 CAILLEBOTTIS ACCES;MASSENA;96955
BN01BN M0907 923100 I10 LP 000208;MASSENA - ASCENSEUR QUAIS 1 ET 2 BOITIERS D'EXPLOITATIONS;MASSENA;96958
BN01BN M0907 923100 I10 LP 000209;MASSENA - ASCENSEUR QUAIS 1 ET 2 PORTE LOCAL LCF;MASSENA;96961
BN01BN M0907 923100 I10 LP 000210;MASSENA - ASCENSEUR QUAIS 1 ET 2 PORTES LMC ET LET;MASSENA;96963
BN01BN M0907 923300 I10 LS 000211;MASSENA - ASCENSEUR QUAIS 1 ET 2 EDICULE SIGNALETIQUES;MASSENA;96964
BN01BN M0907 923500 I10 LQ 000212;MASSENA - ASCENSEUR QUAIS 1 ET 2 PRESTATION DE L'ENTREPRISE PARE & CIE;MASSENA;96965
BN01BN M0907 924100 I10 BS 000001;MASSENA - COFFRET ALIMENTATION MACHINERIE ASCENSEUR QUAI 1 LOCAL MACHINERIE ASCENSEUR 1ERE TRANCHE;MASSENA;103531
BN01BN M0907 924100 I10 BS 000002;MASSENA - COFFRET ALIMENTATION MACHINERIE ASCENSEUR QUAI 2 LOCAL MACHINERIE ASCENSEUR 1ERE TRANCHE;MASSENA;103530
BN01BN M0907 924200 I10 BP 000003;MASSENA - SYNOPTIQUE COURANTS FAIBLES - 1ERE TRANCHE ASCENSEUR;MASSENA;103551
BN02BN M0931 921100 I10 DP 000030;HOTEL DE VILLE - LIGNE C - INSTALLATION DE CHANTIER VUE EN PLAN;HOTEL DE VILLE A & C;119132
BN02BN M0931 921100 I10 DP 020110;HOTEL DE VILLE - LIGNE C - REHAUSSEMENT DES QUAIS COFFRAGE-FERRAILLAGE VUE EN PLAN-COUPE;HOTEL DE VILLE A & C;119134
BN02BNM0931921100I10DPGC01;HOTEL DE VILLE - LIGNE A - ASCENSEUR N°1 VUE EN PLAN COUPES;HOTEL DE VILLE A & C;119128
BN02BNM0931921100I10DPGC02;HOTEL DE VILLE - LIGNE A - ASCENSEUR N°2 VUE EN PLAN COUPES;HOTEL DE VILLE A & C;119129
BN02BNM0931921100I10DPGC03;HOTEL DE VILLE - LIGNE A -  ESCALIER DE LIAISON VUE EN PLAN COUPES;HOTEL DE VILLE A & C;119130
BN02BNM0931921300I10LP03;HOTEL DE VILLE - FAUX PLAFOND INOX NIVEAU QUAIS LIGNE C IMPLANTATION COUPES DETAILS;HOTEL DE VILLE A & C;119141
BN02BNM0931921300I10LP04;HOTEL DE VILLE - ASCENSEUR N°1 ACCES STATION NIVEAU QUAIS LIGNE C ELEVATIONS COUPES DETAILS;HOTEL DE VILLE A & C;119142
BN02BNM0931921300I10LP05;HOTEL DE VILLE - FAUX PLAFOND INOX NIVEAU QUAIS LIGNE A-C IMPLANTATION COUPES DETAILS;HOTEL DE VILLE A & C;119143
BN02BN M0931 923100 I10 RU 037202;HOTEL DE VILLE - NOTE DE CALCUL ASCENSEURS QUAI 1 ET 2;HOTEL DE VILLE A & C;114173
BO08BO M0907 F00000 I00 PP 108563;MASSENA - BAIE RADIO - SCHEMA DE RACCORDEMENT;MASSENA;142201
BP99BP M0907 FF0000 E20 GS 050411;MASSENA - ENSEMBLE CONTROLE COMMANDE ECC SCHEMA ELECTRIQUE;MASSENA;104874
BP99BP M0907 FI0000 C11 GD 050413;MASSENA CAHIER DE RECETTE SITE DE ULECC/ECC;MASSENA;105488
BP99BP M0907 FK0000 E43 GD 050412;MASSENA - LISTE DES TERMES TERRAIN ULECC;MASSENA;104870
BP99BP M0907 FK0000 E43 GD 050412 .DAT;MASSENA FICHIER DE PARAMETRAGE ULECC .DAT;MASSENA;120562
BP99BP M0908 FF0000 E20 GS 050416;FOCH ENSEMBLE CONTROLE / COMMANDE ECC SCHEMA ELECTRIQUE MARCHE 2001-079;FOCH;104923
BP99BP M0908 FK0000 E43 GD 050417;FOCH - LISTE DES TERMES TERRAIN ULECC;FOCH;104871
BP99BP M0908 FK0000 E43 GD 050417 .DAT;FOCH FICHIER DE PARAMETRAGE ULECC .DAT;FOCH;120565
BP99BP M0910 FF0000 E20 GS 050426;CORDELIERS - QUAI ENSEMBLE CONTROLE / COMMANDE ECC SCHEMA ELECTRIQUE MARCHE 2003-95;CORDELIERS;116043
BP99BPM0910FF0000E50GD050429;CORDELIERS - REMPLACEMENT D'UN LOCAL AGENT DE STATION (LAS) DE CORDELIERS LIGNE A;CORDELIERS;116399
BP99BP M0910 FI0000 C11 GD 050428;CORDELIERS - CAHIER DE RECETTE SITE DE ULECC/ECC;CORDELIERS;115556
BP99BP M0910 FK0000 E43 GD 050427;CORDELIERS - LISTE DES TERMES TERRAIN ULECC;CORDELIERS;116548
BP99BP M0910 FK0000 E43 GD 050427 .DAT;CORDELIERS FICHIER DE PARAMETRAGE ULECC .DAT;CORDELIERS;120555
BP99BP MA008 F10000 E43 LD  000089;CORDELIERS - DOSSIER DE PARAMETRAGE ULECC;CORDELIERS;115559
BP99BP MA011 F10000 E43 LD  000085;MASSENA DOSSIER DE PARAMETRAGE ULECC;MASSENA;104861
BP99BP MA026 F10000 E43 LD  000087;FOCH - DOSSIER DE PARAMETRAGE ULECC;FOCH;104863
BW01BW M0907 HA1142 I10 LP 100004;MASSENA - COLONNES SECHES SORTIE EN LATERALE VUE EN PLAN;MASSENA;119879
BW01BW M0907 HA1142 I10 PP 000063;MASSENA - COLONNES SECHES RECOLEMENT IMPLANTATION;MASSENA;119918
BW01BW M0908 HA1142 I10 LP 100013;FOCH - COLONNES SECHES SORTIE EN LATERALE VUE EN PLAN;FOCH;119897
BW01BW M0908 HA1142 I10 PP 000064;FOCH - COLONNES SECHES RECOLEMENT IMPLANTATION;FOCH;119927
BW01BW M0909 HA1142 I10 PP 000065;HOTEL DE VILLE - LIGNE A - COLONNES SECHES RECOLEMENT IMPLANTATION;HOTEL DE VILLE A & C;119922
BW01BW M0910 HA1142 I10 LP 100011;CORDELIERS - COLONNES SECHES SORTIE EN LATERALE VUE EN PLAN;CORDELIERS;119895
BW01BW M0910 HA1142 I10 PP 000066;CORDELIERS - COLONNES SECHES RECOLEMENT IMPLANTATION;CORDELIERS;119930
BW01BW M0931 HA1142 I10 LP 100017;HOTEL DE VILLE - LIGNE A - COLONNES SECHES PORTILLON VENTILE;HOTEL DE VILLE A & C;119901
BW01BW M0931 HA1142 I10 PP 000073;HOTEL DE VILLE - LIGNE C - COLONNES SECHES RECOLEMENT IMPLANTATION;HOTEL DE VILLE A & C;119920
BX55BX M0909 730000 E20 EP 000001;HOTEL DE VILLE - DETRUIT LE 24-03-2021 - TABLEAU DES AUXILIAIRES BT ET CONTROLE COMMANDE FLYWHEEL;HOTEL DE VILLE A & C;109471
BX55BX M0909 730000 E20 EP 000002;HOTEL DE VILLE - COFFRET DE DISTRIBUTION BT CLIMATISATION LOCAL RECUP;HOTEL DE VILLE A & C;109472
BX55BX M0909 730000 E20 EP 000003;HOTEL DE VILLE - DETRUIT LE 24-03-2021 - COFFRET DE REPARTITION 750VCC ALIMENTATION FLYWHEEL;HOTEL DE VILLE A & C;109473
BX55BX M0909 730000 E20 EP 000007;HOTEL DE VILLE - IMPLANTATION ONDULEUR DE RECUPERATION;HOTEL DE VILLE A & C;109470
CC99CC M0907 730000 C11 IP 440001;MASSENA - DOC - MESURE LUMINOSITE ACCES APRES TRAVAUX;MASSENA;124018
CC99CC M0907 730000 C11 IP 450001;MASSENA - DOC - MESURE LUMINOSITE ACCES AVANT TRAVAUX;MASSENA;124017
CC99CC M0907 730000 E20 IP 430001;MASSENA - DOC - IMPLANTATION ECLAIRAGE ACCES;MASSENA;124016
CC99CC M0907 730000 E20 IS 410001;MASSENA - ARMOIRE BT LEE;MASSENA;124013
CC99CC M0907 860000 E40 OD 000002;MASSENA - LISTE DES ENTREES SORTIES TOR ULCLP;MASSENA;128363
CC99CC M0907 8I0000 E20 OS 000001;MASSENA - CHASSIS COMMANDE CONTROLE - LIGNE DE PEAGE;MASSENA;128373
CC99CC M0907 8I0000 E20 OS 000009;MASSENA - ARMOIRE ULCLP SCHEMA ELECTRIQUE;MASSENA;128374
CC99CC M0907 B10000 I10 TQ 100062;"MASSENA - DOC - ""DIUO"" DOSSIER D'INTERVENTION ULTERIEURE SUR OUVRAGE";MASSENA;161879
CC99CCM0907F10000C20LD000057;MASSENA - DOSSIER DE RECETTE SITE ULS;MASSENA;150605
CC99CC M0907 F10000 C20 LD 000079;MASSENA DOSSIER DE RECETTE SITE ULECC;MASSENA;125157
CC99CC M0907 F10000 C20 LD 000127;MASSENA - DOC - SPECIFICATION DOSSIER RECETTE ULCLP;MASSENA;126016
CC99CC M0907 HH9999 I10 MP 405000;MASSENA - DOE SECOND OEUVRE - VUE ENSEMBLE ACCES 1 ET 2;MASSENA;152592
CC99CC M0907 HH9999 I10 MP 405001;MASSENA - DOE SECOND OEUVRE - ACCES 1-10;MASSENA;152594
CC99CC M0907 HH9999 I10 MP 405002;MASSENA - DOE SECOND OEUVRE - ACCES 1-20;MASSENA;152595
CC99CC M0907 HH9999 I10 MP 405003;MASSENA - DOE SECOND OEUVRE - ACCES 2-10 ELEVATIONS;MASSENA;152596
CC99CC M0907 HH9999 I10 MP 405004;MASSENA - DOE SECOND OEUVRE - ACCES 2-20;MASSENA;152597
CC99CCM0907T5000INENC420001;MASSENA - CANECO - NOTE DE CALCUL  BT LEE;MASSENA;179208
CC99CCM0907T5010INENC421001;MASSENA - CANECO - NOTE DE CALCUL ICC/BT BT LEE;MASSENA;124015
CC99CC M0908 730000 E20 IS 510014;FOCH - ARMOIRE DISTRIBUTION BT LEE 2;FOCH;132581
CC99CC M0908 860000 E40 OD 000322;FOCH - LISTE DES ENTREES SORTIES TOR ULCLP;FOCH;132500
CC99CC M0908 8I0000 E20 OS 000320;FOCH - ARMOIRE ULCLP SCHEMA ELECTRIQUE;FOCH;132498
CC99CC M0908 8I0000 E20 OS 000321;FOCH - CHASSIS COMMANDE CONTROLE - LIGNE DE PEAGE;FOCH;132499
